xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
IRN,2021,CONS,N,FALSE,HEIS,2,2011-2023,.3546873,.2186143,2021
IRN,2022,CONS,N,FALSE,HEIS,2,2011-2023,.3480344,.2136771,2021
IRN,2023,CONS,N,FALSE,HEIS,2,2011-2023,.3588479,.2473933,2021
IRQ,2006,CONS,N,FALSE,IHSES,0,2006-2012,.2860061,.1449614,2021
IRQ,2012,CONS,N,FALSE,IHSES,0,2006-2012,.2954186,.1509719,2021
IRQ,2023,CONS,N,FALSE,IHSES,1,2023,.2977394,.1559711,2021
ISL,2003,INC,N,FALSE,EU-SILC,0,2003-2019,.2683604,.1385382,2021
ISL,2004,INC,N,FALSE,EU-SILC,0,2003-2019,.2798185,.162168,2021
ISL,2005,INC,N,FALSE,EU-SILC,0,2003-2019,.2900245,.1700956,2021
ISL,2006,INC,N,FALSE,EU-SILC,0,2003-2019,.3024501,.1875305,2021
ISL,2007,INC,N,FALSE,EU-SILC,0,2003-2019,.2947088,.1705225,2021
ISL,2008,INC,N,FALSE,EU-SILC,0,2003-2019,.3178928,.2064388,2021
ISL,2009,INC,N,FALSE,EU-SILC,0,2003-2019,.2865624,.1554248,2021
ISL,2010,INC,N,FALSE,EU-SILC,0,2003-2019,.2617129,.1307097,2021
ISL,2011,INC,N,FALSE,EU-SILC,0,2003-2019,.2683026,.1317282,2021
ISL,2012,INC,N,FALSE,EU-SILC,0,2003-2019,.2676943,.1311456,2021
ISL,2013,INC,N,FALSE,EU-SILC,0,2003-2019,.2540292,.1155468,2021
ISL,2014,INC,N,FALSE,EU-SILC,0,2003-2019,.2780042,.1700397,2021
ISL,2015,INC,N,FALSE,EU-SILC,0,2003-2019,.2678797,.1420456,2021
ISL,2016,INC,N,FALSE,EU-SILC,0,2003-2019,.272411,.1437379,2021
ISL,2017,INC,N,FALSE,EU-SILC,0,2003-2019,.2613158,.1310007,2021
ISL,2018,INC,N,FALSE,EU-SILC,0,2003-2019,.26565,.1335954,2021
ISL,2019,INC,N,FALSE,EU-SILC,0,2003-2019,.2680255,.1486186,2021
ISR,1979,INC,N,FALSE,HES-LIS,0,1979-2022,.3633461,.2324061,2021
ISR,1986,INC,N,FALSE,HES-LIS,0,1979-2022,.3649178,.22702,2021
ISR,1992,INC,N,FALSE,HES-LIS,0,1979-2022,.3550867,.2210623,2021
ISR,1997,INC,N,FALSE,HES-LIS,0,1979-2022,.3809788,.255953,2021
ISR,2001,INC,N,FALSE,HES-LIS,0,1979-2022,.3894936,.2705296,2021
ISR,2002,INC,N,FALSE,HES-LIS,0,1979-2022,.3956041,.270732,2021
ISR,2003,INC,N,FALSE,HES-LIS,0,1979-2022,.4071963,.2923275,2021
ISR,2004,INC,N,FALSE,HES-LIS,0,1979-2022,.4145374,.296066,2021
ISR,2005,INC,N,FALSE,HES-LIS,0,1979-2022,.4226756,.3227258,2021
ISR,2006,INC,N,FALSE,HES-LIS,0,1979-2022,.4155301,.3071006,2021
ISR,2007,INC,N,FALSE,HES-LIS,0,1979-2022,.4110109,.290564,2021
ISR,2008,INC,N,FALSE,HES-LIS,0,1979-2022,.4164713,.2997316,2021
ISR,2009,INC,N,FALSE,HES-LIS,0,1979-2022,.4264327,.3454529,2021
ISR,2010,INC,N,FALSE,HES-LIS,0,1979-2022,.4256249,.3444997,2021
ISR,2011,INC,N,FALSE,HES-LIS,0,1979-2022,.4146212,.3012323,2021
ISR,2012,INC,N,FALSE,HES-LIS,0,1979-2022,.4130359,.2992374,2021
ISR,2013,INC,N,FALSE,HES-LIS,0,1979-2022,.3987258,.2820743,2021
ISR,2014,INC,N,FALSE,HES-LIS,0,1979-2022,.3975711,.2701052,2021
ISR,2015,INC,N,FALSE,HES-LIS,0,1979-2022,.3971227,.2752724,2021
ISR,2016,INC,N,FALSE,HES-LIS,0,1979-2022,.3901196,.2567633,2021
ISR,2017,INC,N,FALSE,HES-LIS,0,1979-2022,.3821012,.2463326,2021
ISR,2018,INC,N,FALSE,HES-LIS,0,1979-2022,.3859255,.2566058,2021
ISR,2019,INC,N,FALSE,HES-LIS,0,1979-2022,.3828297,.2487538,2021
ISR,2020,INC,N,FALSE,HES-LIS,0,1979-2022,.377743,.238551,2021
ISR,2021,INC,N,FALSE,HES-LIS,0,1979-2022,.3789474,.2446715,2021
ISR,2022,INC,N,FALSE,HES-LIS,0,1979-2022,.3830657,.2482018,2021
ITA,1977,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3400785,.2044749,2021
ITA,1978,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3327799,.2026423,2021
ITA,1979,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3326276,.1963952,2021
ITA,1980,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3290159,.2133215,2021
ITA,1981,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3157278,.1757099,2021
ITA,1982,INC,N,FALSE,SHIW-LIS,0,1977-2002,.2923244,.144981,2021
ITA,1983,INC,N,FALSE,SHIW-LIS,0,1977-2002,.2976691,.1526463,2021
ITA,1984,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3133504,.1673113,2021
ITA,1986,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3116378,.1715008,2021
ITA,1987,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3418024,.2000664,2021
ITA,1989,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3210785,.1837378,2021
ITA,1991,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3105129,.1683557,2021
ITA,1993,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3508661,.2163503,2021
ITA,1995,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3521172,.2200935,2021
ITA,1998,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3665916,.2563753,2021
ITA,2000,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3524907,.2269655,2021
ITA,2002,INC,N,FALSE,SHIW-LIS,0,1977-2002,.3469704,.2144331,2021
ITA,2003,INC,N,FALSE,EU-SILC,1,2003-2023,.349287,.2270856,2021
ITA,2004,INC,N,FALSE,EU-SILC,1,2003-2023,.3429304,.2201654,2021
ITA,2005,INC,N,FALSE,EU-SILC,1,2003-2023,.3383095,.2048352,2021
ITA,2006,INC,N,FALSE,EU-SILC,1,2003-2023,.3369475,.2036389,2021
ITA,2007,INC,N,FALSE,EU-SILC,1,2003-2023,.3288827,.1944348,2021
ITA,2008,INC,N,FALSE,EU-SILC,1,2003-2023,.3376773,.2071699,2021
ITA,2009,INC,N,FALSE,EU-SILC,1,2003-2023,.3383298,.2078514,2021
ITA,2010,INC,N,FALSE,EU-SILC,1,2003-2023,.3471675,.2263241,2021
ITA,2011,INC,N,FALSE,EU-SILC,1,2003-2023,.3505299,.2246088,2021
ITA,2012,INC,N,FALSE,EU-SILC,1,2003-2023,.3515148,.2307452,2021
ITA,2013,INC,N,FALSE,EU-SILC,1,2003-2023,.3490567,.217376,2021
ITA,2014,INC,N,FALSE,EU-SILC,1,2003-2023,.3465239,.2130399,2021
ITA,2015,INC,N,FALSE,EU-SILC,1,2003-2023,.3539003,.2223918,2021
ITA,2016,INC,N,FALSE,EU-SILC,1,2003-2023,.352396,.2265283,2021
ITA,2017,INC,N,FALSE,EU-SILC,1,2003-2023,.3592219,.2342112,2021
ITA,2018,INC,N,FALSE,EU-SILC,1,2003-2023,.3521731,.2189562,2021
ITA,2019,INC,N,FALSE,EU-SILC,1,2003-2023,.3458359,.2106195,2021
ITA,2020,INC,N,FALSE,EU-SILC,1,2003-2023,.352409,.2175043,2021
ITA,2021,INC,N,FALSE,EU-SILC,1,2003-2023,.3484458,.2209405,2021
ITA,2022,INC,N,FALSE,EU-SILC,1,2003-2023,.3365146,.1998935,2021
ITA,2023,INC,N,FALSE,EU-SILC,1,2003-2023,.3434454,.209209,2021
JAM,1988,CONS,N,FALSE,SLC,0,1988-1993,.4315501,,2021
JAM,1990,CONS,N,FALSE,SLC,1,1990-2004,.4111373,.3134701,2021
JAM,1993,CONS,N,FALSE,SLC,0,1988-1993,.3567342,,2021
JAM,1996,CONS,N,FALSE,SLC,1,1990-2004,.403949,.3205957,2021
JAM,1999,CONS,N,FALSE,SLC,1,1990-2004,.4407876,.381862,2021
JAM,2002,CONS,N,FALSE,SLC,1,1990-2004,.4831574,.4610359,2021
JAM,2004,CONS,N,FALSE,SLC,1,1990-2004,.4545747,.3889201,2021
JAM,2018,CONS,N,FALSE,JSLC,2,2018-2021,.3533339,.2178641,2021
JAM,2021,CONS,N,FALSE,JSLC,2,2018-2021,.3987447,.2761499,2021
JOR,1986,CONS,N,FALSE,HEIS,0,1986-1997,.3606143,,2021
JOR,1992,CONS,N,FALSE,HEIS,0,1986-1997,.4309958,,2021
JOR,1997,CONS,N,FALSE,HEIS,0,1986-1997,.3642053,,2021
JOR,2002,CONS,N,FALSE,HEIS,1,2002,.3695461,.2497961,2021
JOR,2006,CONS,N,FALSE,HEIS,2,2006,.3385625,.2106942,2021
JOR,2008,CONS,N,FALSE,HEIS,3,2008-2010,.3257345,.1871315,2021
JOR,2010,CONS,N,FALSE,HEIS,3,2008-2010,.3365573,.2053708,2021
JPN,2008,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3460045,.212908,2021
JPN,2009,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3298066,.1919639,2021
JPN,2010,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3149329,.1726099,2021
JPN,2011,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3297654,.187978,2021
JPN,2012,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3253537,.1854832,2021
JPN,2013,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3153447,.173996,2021
JPN,2014,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3127847,.1689957,2021
JPN,2015,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3070215,.1640691,2021
JPN,2016,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3184144,.1746259,2021
JPN,2017,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3179314,.1731973,2021
JPN,2018,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3289558,.1874831,2021
JPN,2019,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3298566,.19135,2021
JPN,2020,INC,N,FALSE,JHPS-KHPS-LIS,0,2008-2020,.3234009,.1818755,2021
KAZ,1996,CONS,N,FALSE,LSMS,1,1996,.3537831,.2108471,2021
KAZ,2001,CONS,N,FALSE,HBS,2,2001-2004,.3596447,.2261875,2021
KAZ,2002,CONS,N,FALSE,HBS,2,2001-2004,.3481113,.2143026,2021
KAZ,2003,CONS,N,FALSE,HBS,2,2001-2004,.3369148,.1975091,2021
KAZ,2004,CONS,N,FALSE,HBS,2,2001-2004,.3183876,.1816831,2021
KAZ,2005,CONS,N,FALSE,HBS,3,2005-2021,.3982598,.277462,2021
KAZ,2006,CONS,N,FALSE,HBS,3,2005-2021,.3024386,.1750741,2021
KAZ,2007,CONS,N,FALSE,HBS,3,2005-2021,.3008406,.1712025,2021
KAZ,2008,CONS,N,FALSE,HBS,3,2005-2021,.2849644,.1481163,2021
KAZ,2009,CONS,N,FALSE,HBS,3,2005-2021,.2820887,.1422891,2021
KAZ,2010,CONS,N,FALSE,HBS,3,2005-2021,.2795451,.1387549,2021
KAZ,2011,CONS,N,FALSE,HBS,3,2005-2021,.2798384,.1371818,2021
KAZ,2012,CONS,N,FALSE,HBS,3,2005-2021,.2816882,.1384358,2021
KAZ,2013,CONS,N,FALSE,HBS,3,2005-2021,.2706543,.1301145,2021
KAZ,2014,CONS,N,FALSE,HBS,3,2005-2021,.2701586,.1341277,2021
KAZ,2015,CONS,N,FALSE,HBS,3,2005-2021,.2680367,.1343838,2021
KAZ,2016,CONS,N,FALSE,HBS,3,2005-2021,.2722532,.1319846,2021
KAZ,2017,CONS,N,FALSE,HBS,3,2005-2021,.2745028,.1334597,2021
KAZ,2018,CONS,N,FALSE,HBS,3,2005-2021,.2779287,.1380077,2021
KAZ,2019,CONS,N,FALSE,HBS,3,2005-2021,.2796828,.1397706,2021
KAZ,2020,CONS,N,FALSE,HBS,3,2005-2021,.2868392,.149971,2021
KAZ,2021,CONS,N,FALSE,HBS,3,2005-2021,.2919153,.1619324,2021
KEN,1992,CONS,N,FALSE,WMS-I,0,1992,.5692533,,2021
KEN,1994,CONS,N,FALSE,WMS-II,1,1994,.4310336,.377526,2021
KEN,1997,CONS,N,FALSE,WMS-III,2,1997,.4498266,.4077068,2021
KEN,2005,CONS,N,FALSE,IHBS,3,2005-2022,.4644015,.4471884,2021
KEN,2015,CONS,N,FALSE,IHBS,3,2005-2022,.4077446,.3164683,2021
KEN,2020,CONS,N,FALSE,KCHS,3,2005-2022,.3624645,.2329234,2021
KEN,2021,CONS,N,FALSE,KCHS,3,2005-2022,.3870143,.3027698,2021
KEN,2022,CONS,N,FALSE,KCHS,3,2005-2022,.3853231,.2774232,2021
KGZ,1998,INC,N,FALSE,KPMS,0,1998,.4635406,.4261065,2021
KGZ,2000,CONS,N,FALSE,HBS,1,2000-2003,.3103501,.162968,2021
KGZ,2001,CONS,N,FALSE,HBS,1,2000-2003,.3016398,.1547326,2021
KGZ,2002,CONS,N,FALSE,HBS,1,2000-2003,.3030239,.1552411,2021
KGZ,2003,CONS,N,FALSE,HBS,1,2000-2003,.2870865,.1401116,2021
KGZ,2004,CONS,N,FALSE,KIHS,2,2004-2024,.3477343,.2110431,2021
KGZ,2005,CONS,N,FALSE,KIHS,2,2004-2024,.3256138,.193666,2021
KGZ,2006,CONS,N,FALSE,KIHS,2,2004-2024,.3738124,.2663243,2021
KGZ,2007,CONS,N,FALSE,KIHS,2,2004-2024,.3391182,.202992,2021
KGZ,2008,CONS,N,FALSE,KIHS,2,2004-2024,.3145067,.1798716,2021
KGZ,2009,CONS,N,FALSE,KIHS,2,2004-2024,.2987413,.1638075,2021
KGZ,2010,CONS,N,FALSE,KIHS,2,2004-2024,.3013388,.1679769,2021
KGZ,2011,CONS,N,FALSE,KIHS,2,2004-2024,.2783977,.1404154,2021
KGZ,2012,CONS,N,FALSE,KIHS,2,2004-2024,.2735689,.1355474,2021
KGZ,2013,CONS,N,FALSE,KIHS,2,2004-2024,.2881479,.1486696,2021
KGZ,2014,CONS,N,FALSE,KIHS,2,2004-2024,.26819,.1334857,2021
KGZ,2015,CONS,N,FALSE,KIHS,2,2004-2024,.2899781,.166125,2021
KGZ,2016,CONS,N,FALSE,KIHS,2,2004-2024,.267807,.1279763,2021
KGZ,2017,CONS,N,FALSE,KIHS,2,2004-2024,.2733501,.140316,2021
KGZ,2018,CONS,N,FALSE,KIHS,2,2004-2024,.2769033,.1422305,2021
KGZ,2019,CONS,N,FALSE,KIHS,2,2004-2024,.2970068,.1866909,2021
KGZ,2020,CONS,N,FALSE,KIHS,2,2004-2024,.2898927,.1521891,2021
KGZ,2021,CONS,N,FALSE,KIHS,2,2004-2024,.2879339,.1556881,2021
KGZ,2022,CONS,N,FALSE,KIHS,2,2004-2024,.2635253,.1202904,2021
KGZ,2023,CONS,N,FALSE,KIHS,2,2004-2024,.2718802,.1419659,2021
KGZ,2024,CONS,N,FALSE,KIHS,2,2004-2024,.275457,.1374283,2021
KIR,2006,CONS,N,FALSE,HIES,0,2006,.36973,.2525696,2021
KIR,2019,CONS,N,FALSE,HIES,1,2019-2023,.278327,.1363375,2021
KIR,2023,CONS,N,FALSE,HIES,1,2019-2023,.2473716,.1032291,2021
KOR,2006,INC,N,FALSE,HIES-FHES-LIS,0,2006-2014,.3170367,.1720181,2021
KOR,2008,INC,N,FALSE,HIES-FHES-LIS,0,2006-2014,.323256,.1795307,2021
KOR,2010,INC,N,FALSE,HIES-FHES-LIS,0,2006-2014,.3202193,.1776719,2021
KOR,2012,INC,N,FALSE,HIES-FHES-LIS,0,2006-2014,.3155886,.1718287,2021
KOR,2014,INC,N,FALSE,HIES-FHES-LIS,0,2006-2014,.3119357,.1656326,2021
KOR,2016,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3522362,.2222954,2021
KOR,2017,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3485595,.2139228,2021
KOR,2018,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3372605,.1961896,2021
KOR,2019,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3319763,.1950756,2021
KOR,2020,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3270993,.191959,2021
KOR,2021,INC,N,FALSE,SHFLC-LIS,1,2016-2021,.3290764,.187772,2021
LAO,1992,CONS,N,FALSE,LECS,0,1992-2007,.3430977,.2212466,2021
LAO,1997,CONS,N,FALSE,LECS,0,1992-2007,.3489404,.2462475,2021
LAO,2002,CONS,N,FALSE,LECS,0,1992-2007,.3262011,.2034493,2021
LAO,2007,CONS,N,FALSE,LECS,0,1992-2007,.3536103,.2509553,2021
LAO,2012,CONS,N,FALSE,LECS,1,2012-2024,.3596355,.2419658,2021
LAO,2018,CONS,N,FALSE,LECS,1,2012-2024,.3880243,.2952797,2021
LAO,2024,CONS,N,FALSE,LECS,1,2012-2024,.347465,.2449395,2021
LBN,2011,CONS,N,FALSE,HBS,0,2011,.3183245,.174551,2021
LBN,2022,CONS,N,FALSE,LHS,1,2022,.3547953,.2070523,2021
LBR,2007,CONS,N,FALSE,CWIQ,0,2007,.3643565,.2416018,2021
LBR,2014,CONS,N,FALSE,HIES,1,2014-2016,.3323788,.1921061,2021
LBR,2016,CONS,N,FALSE,HIES,1,2014-2016,.3526535,.2249738,2021
LCA,1995,INC,N,FALSE,LSMS,0,1995,.4258438,,2021
LCA,2015,CONS,N,FALSE,SLCHBS,1,2015,.4369342,.3433159,2021
LKA,1985,CONS,N,FALSE,LFSS,0,1985,.3246785,,2021
LKA,1990,CONS,N,FALSE,HIES,1,1990,.3244743,.2155691,2021
LKA,1995,CONS,N,FALSE,SES,2,1995,.3539954,.2373164,2021
LKA,2002,CONS,N,FALSE,HIES,3,2002-2019,.4017191,.3225957,2021
LKA,2006,CONS,N,FALSE,HIES,3,2002-2019,.3966902,.3254303,2021
LKA,2009,CONS,N,FALSE,HIES,3,2002-2019,.3605415,.2678708,2021
LKA,2012,CONS,N,FALSE,HIES,3,2002-2019,.3871361,.317204,2021
LKA,2016,CONS,N,FALSE,HIES,3,2002-2019,.3934577,.3216645,2021
LKA,2019,CONS,N,FALSE,HIES,3,2002-2019,.3766378,.2823008,2021
LSO,1986,CONS,N,FALSE,HBS,0,1986,.5601263,,2021
LSO,1994,CONS,N,FALSE,NHECS,1,1994,.6301462,.7685759,2021
LSO,2002,CONS,N,FALSE,HBS,2,2002,.5120656,.4970549,2021
LSO,2017,CONS,N,FALSE,CMSHBS,3,2017,.4487771,.3568877,2021
LTU,2004,INC,N,FALSE,EU-SILC,3,2004-2023,.3701114,.2394129,2021
LTU,2005,INC,N,FALSE,EU-SILC,3,2004-2023,.3529675,.2184124,2021
LTU,2006,INC,N,FALSE,EU-SILC,3,2004-2023,.3441448,.2120107,2021
LTU,2007,INC,N,FALSE,EU-SILC,3,2004-2023,.3478915,.222752,2021
LTU,2008,INC,N,FALSE,EU-SILC,3,2004-2023,.3572704,.2407465,2021
LTU,2009,INC,N,FALSE,EU-SILC,3,2004-2023,.372185,.2476101,2021
LTU,2010,INC,N,FALSE,EU-SILC,3,2004-2023,.3360877,.1964901,2021
LTU,2011,INC,N,FALSE,EU-SILC,3,2004-2023,.3248645,.180884,2021
LTU,2012,INC,N,FALSE,EU-SILC,3,2004-2023,.3509233,.2181083,2021
LTU,2013,INC,N,FALSE,EU-SILC,3,2004-2023,.3530734,.2183315,2021
LTU,2014,INC,N,FALSE,EU-SILC,3,2004-2023,.3767505,.2631193,2021
LTU,2015,INC,N,FALSE,EU-SILC,3,2004-2023,.3737032,.2492939,2021
LTU,2016,INC,N,FALSE,EU-SILC,3,2004-2023,.3838586,.2744965,2021
LTU,2017,INC,N,FALSE,EU-SILC,3,2004-2023,.3728361,.25904,2021
LTU,2018,INC,N,FALSE,EU-SILC,3,2004-2023,.3570534,.2282406,2021
LTU,2019,INC,N,FALSE,EU-SILC,3,2004-2023,.3525136,.2264467,2021
LTU,2020,INC,N,FALSE,EU-SILC,3,2004-2023,.3595665,.2408426,2021
LTU,2021,INC,N,FALSE,EU-SILC,3,2004-2023,.3665642,.2507748,2021
LTU,2022,INC,N,FALSE,EU-SILC,3,2004-2023,.365624,.2648737,2021
LTU,2023,INC,N,FALSE,EU-SILC,3,2004-2023,.3596167,.2314712,2021
LUX,1985,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2629497,.1180569,2021
LUX,1986,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2811416,.1481728,2021
LUX,1987,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2954881,.166178,2021
LUX,1988,INC,N,FALSE,PSELL-LIS,0,1985-1993,.288379,.1537298,2021
LUX,1989,INC,N,FALSE,PSELL-LIS,0,1985-1993,.3081168,.2004968,2021
LUX,1990,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2771791,.1383185,2021
LUX,1991,INC,N,FALSE,PSELL-LIS,0,1985-1993,.271764,.1293638,2021
LUX,1992,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2729977,.128585,2021
LUX,1993,INC,N,FALSE,PSELL-LIS,0,1985-1993,.2704869,.1263405,2021
LUX,1994,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2815139,.1393978,2021
LUX,1995,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2834983,.1403255,2021
LUX,1996,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2905729,.1480649,2021
LUX,1997,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.2959619,.1549467,2021
LUX,1998,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3062389,.1670622,2021
LUX,1999,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3005453,.1617794,2021
LUX,2000,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3010095,.1557355,2021
LUX,2001,INC,N,FALSE,PSELL-ECHP-LIS,1,1994-2001,.3092722,.1714779,2021
LUX,2002,INC,N,FALSE,SEP-SILC-LIS,2,2002,.3106507,.1771712,2021
LUX,2003,INC,N,FALSE,EU-SILC,3,2003-2018,.3018747,.1551952,2021
LUX,2004,INC,N,FALSE,EU-SILC,3,2003-2018,.301727,.159016,2021
LUX,2005,INC,N,FALSE,EU-SILC,3,2003-2018,.3084081,.1652927,2021
LUX,2006,INC,N,FALSE,EU-SILC,3,2003-2018,.3094812,.1717286,2021
LUX,2007,INC,N,FALSE,EU-SILC,3,2003-2018,.3113375,.1730691,2021
LUX,2008,INC,N,FALSE,EU-SILC,3,2003-2018,.3256154,.1935823,2021
LUX,2009,INC,N,FALSE,EU-SILC,3,2003-2018,.3119692,.1742958,2021
LUX,2010,INC,N,FALSE,EU-SILC,3,2003-2018,.3050438,.1602186,2021
LUX,2011,INC,N,FALSE,EU-SILC,3,2003-2018,.3205409,.1783162,2021
LUX,2012,INC,N,FALSE,EU-SILC,3,2003-2018,.3434715,.2251685,2021
LUX,2013,INC,N,FALSE,EU-SILC,3,2003-2018,.3203596,.1734657,2021
LUX,2014,INC,N,FALSE,EU-SILC,3,2003-2018,.3115808,.1705521,2021
LUX,2015,INC,N,FALSE,EU-SILC,3,2003-2018,.329215,.1953678,2021
LUX,2016,INC,N,FALSE,EU-SILC,3,2003-2018,.317279,.1751502,2021
LUX,2017,INC,N,FALSE,EU-SILC,3,2003-2018,.3451531,.2115454,2021
LUX,2018,INC,N,FALSE,EU-SILC,3,2003-2018,.3536787,.2298006,2021
LUX,2019,INC,N,FALSE,EU-SILC,4,2019,.3424116,.2064701,2021
LUX,2020,INC,N,FALSE,EU-SILC,5,2020,.3337364,.1876537,2021
LUX,2021,INC,N,FALSE,EU-SILC,6,2021-2023,.3271903,.1817239,2021
LUX,2022,INC,N,FALSE,EU-SILC,6,2021-2023,.3409399,.206313,2021
LUX,2023,INC,N,FALSE,EU-SILC,6,2021-2023,.3359146,.1933623,2021
LVA,2004,INC,N,FALSE,EU-SILC,2,2004-2023,.3638268,.2542249,2021
LVA,2005,INC,N,FALSE,EU-SILC,2,2004-2023,.389732,.2843055,2021
LVA,2006,INC,N,FALSE,EU-SILC,2,2004-2023,.3559707,.2238349,2021
LVA,2007,INC,N,FALSE,EU-SILC,2,2004-2023,.3746113,.2460977,2021
LVA,2008,INC,N,FALSE,EU-SILC,2,2004-2023,.3721161,.2477992,2021
LVA,2009,INC,N,FALSE,EU-SILC,2,2004-2023,.3594575,.2242608,2021
LVA,2010,INC,N,FALSE,EU-SILC,2,2004-2023,.3503032,.2109667,2021
LVA,2011,INC,N,FALSE,EU-SILC,2,2004-2023,.3577261,.2272904,2021
LVA,2012,INC,N,FALSE,EU-SILC,2,2004-2023,.3523605,.217614,2021
LVA,2013,INC,N,FALSE,EU-SILC,2,2004-2023,.3549739,.2199597,2021
LVA,2014,INC,N,FALSE,EU-SILC,2,2004-2023,.3511365,.2169626,2021
LVA,2015,INC,N,FALSE,EU-SILC,2,2004-2023,.342025,.2076927,2021
LVA,2016,INC,N,FALSE,EU-SILC,2,2004-2023,.3432886,.2014653,2021
LVA,2017,INC,N,FALSE,EU-SILC,2,2004-2023,.3557103,.2231994,2021
LVA,2018,INC,N,FALSE,EU-SILC,2,2004-2023,.3509572,.2159072,2021
LVA,2019,INC,N,FALSE,EU-SILC,2,2004-2023,.3448911,.2117981,2021
LVA,2020,INC,N,FALSE,EU-SILC,2,2004-2023,.3570397,.2373451,2021
LVA,2021,INC,N,FALSE,EU-SILC,2,2004-2023,.3425585,.2118629,2021
LVA,2022,INC,N,FALSE,EU-SILC,2,2004-2023,.3367586,.1979678,2021
LVA,2023,INC,N,FALSE,EU-SILC,2,2004-2023,.339747,.2102791,2021
MAR,1984,CONS,N,FALSE,ECDM,0,1984-1998,.3646891,,2021
MAR,1990,CONS,N,FALSE,ENNVM,0,1984-1998,.392069,.2824272,2021
MAR,1998,CONS,N,FALSE,ENNVM,0,1984-1998,.3935391,.2829003,2021
MAR,2000,CONS,N,FALSE,ENCDM,1,2000-2013,.4063695,.3175263,2021
MAR,2006,CONS,N,FALSE,ENNVM,1,2000-2013,.407183,.3275985,2021
MAR,2013,CONS,N,FALSE,ENCDM,1,2000-2013,.3954851,.297834,2021
MDA,1997,CONS,N,FALSE,HBS,0,1997-2004,.3694212,.2457819,2021
MDA,1998,CONS,N,FALSE,HBS,0,1997-2004,.3951826,.292494,2021
MDA,1999,CONS,N,FALSE,HBS,0,1997-2004,.4262398,.353187,2021
MDA,2000,CONS,N,FALSE,HBS,0,1997-2004,.3642419,.2417718,2021
MDA,2001,CONS,N,FALSE,HBS,0,1997-2004,.3798779,.2636231,2021
MDA,2002,CONS,N,FALSE,HBS,0,1997-2004,.3584591,.2256171,2021
MDA,2003,CONS,N,FALSE,HBS,0,1997-2004,.3490208,.221669,2021
MDA,2004,CONS,N,FALSE,HBS,0,1997-2004,.3502957,.2204766,2021
MDA,2005,CONS,N,FALSE,HBS,1,2005,.3628084,.2391746,2021
MDA,2006,CONS,N,FALSE,HBS,2,2006-2018,.3539972,.2229067,2021
MDA,2007,CONS,N,FALSE,HBS,2,2006-2018,.3442104,.2078194,2021
