xyzDMxyzCountry,xyzDMxyzYearRange,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDCxyzDistribution,xyzDPxyzSI_SPR_PCAP_ZG,xyzDCxyzPPPYear,xyzDMxyzCoverage
KGZ,2015-2020,FALSE,CONS,premium,-.3711357,2017,N
KGZ,2016-2021,FALSE,CONS,b40,1.556267,2017,N
KGZ,2016-2021,FALSE,CONS,tot,2.499032,2017,N
KGZ,2016-2021,FALSE,CONS,m50,2.127644,2017,N
KGZ,2016-2021,FALSE,CONS,premium,-.9427643,2017,N
KOR,2012-2016,FALSE,INC,b40,2.519267,2017,N
KOR,2012-2016,FALSE,INC,tot,2.253177,2017,N
KOR,2012-2016,FALSE,INC,m50,2.167308,2017,N
KOR,2012-2016,FALSE,INC,premium,.2660902,2017,N
LAO,2007-2012,FALSE,CONS,b40,4.226959,2017,N
LAO,2007-2012,FALSE,CONS,tot,4.934974,2017,N
LAO,2007-2012,FALSE,CONS,m50,5.050526,2017,N
LAO,2007-2012,FALSE,CONS,premium,-.7080145,2017,N
LAO,2012-2018,FALSE,CONS,b40,1.908218,2017,N
LAO,2012-2018,FALSE,CONS,tot,3.073514,2017,N
LAO,2012-2018,FALSE,CONS,m50,2.188787,2017,N
LAO,2012-2018,FALSE,CONS,premium,-1.165296,2017,N
LKA,2006-2009,FALSE,CONS,b40,3.308733,2017,N
LKA,2006-2009,FALSE,CONS,tot,.2418282,2017,N
LKA,2006-2009,FALSE,CONS,m50,2.349272,2017,N
LKA,2006-2009,FALSE,CONS,premium,3.066904,2017,N
LKA,2006-2012,FALSE,CONS,b40,2.823779,2017,N
LKA,2006-2012,FALSE,CONS,tot,2.323776,2017,N
LKA,2006-2012,FALSE,CONS,m50,2.667001,2017,N
LKA,2006-2012,FALSE,CONS,premium,.5000036,2017,N
LKA,2009-2012,FALSE,CONS,b40,2.341102,2017,N
LKA,2009-2012,FALSE,CONS,tot,4.448963,2017,N
LKA,2009-2012,FALSE,CONS,m50,2.985716,2017,N
LKA,2009-2012,FALSE,CONS,premium,-2.107861,2017,N
LKA,2012-2016,FALSE,CONS,b40,3.650749,2017,N
LKA,2012-2016,FALSE,CONS,tot,4.11876,2017,N
LKA,2012-2016,FALSE,CONS,m50,4.07671,2017,N
LKA,2012-2016,FALSE,CONS,premium,-.4680107,2017,N
LKA,2016-2019,FALSE,CONS,b40,1.740125,2017,N
LKA,2016-2019,FALSE,CONS,tot,.6495582,2017,N
LKA,2016-2019,FALSE,CONS,m50,1.619449,2017,N
LKA,2016-2019,FALSE,CONS,premium,1.090567,2017,N
LTU,2006-2011,FALSE,INC,b40,1.067318,2017,N
LTU,2006-2011,FALSE,INC,tot,.6709242,2017,N
LTU,2006-2011,FALSE,INC,m50,1.571319,2017,N
LTU,2006-2011,FALSE,INC,premium,.3963938,2017,N
LTU,2007-2012,FALSE,INC,b40,-1.662986,2017,N
LTU,2007-2012,FALSE,INC,tot,-1.243772,2017,N
LTU,2007-2012,FALSE,INC,m50,-1.14884,2017,N
LTU,2007-2012,FALSE,INC,premium,-.4192138,2017,N
LTU,2009-2014,FALSE,INC,b40,4.166978,2017,N
LTU,2009-2014,FALSE,INC,tot,3.890139,2017,N
LTU,2009-2014,FALSE,INC,m50,3.294134,2017,N
LTU,2009-2014,FALSE,INC,premium,.276839,2017,N
LTU,2010-2015,FALSE,INC,b40,6.654078,2017,N
LTU,2010-2015,FALSE,INC,tot,8.10486,2017,N
LTU,2010-2015,FALSE,INC,m50,6.05006,2017,N
LTU,2010-2015,FALSE,INC,premium,-1.450782,2017,N
LTU,2012-2017,FALSE,INC,b40,6.329624,2017,N
LTU,2012-2017,FALSE,INC,tot,7.429628,2017,N
LTU,2012-2017,FALSE,INC,m50,6.630383,2017,N
LTU,2012-2017,FALSE,INC,premium,-1.100004,2017,N
LTU,2013-2018,FALSE,INC,b40,7.738184,2017,N
LTU,2013-2018,FALSE,INC,tot,8.016635,2017,N
LTU,2013-2018,FALSE,INC,m50,7.783326,2017,N
LTU,2013-2018,FALSE,INC,premium,-.2784505,2017,N
LTU,2014-2019,FALSE,INC,b40,9.889442,2017,N
LTU,2014-2019,FALSE,INC,tot,8.196975,2017,N
LTU,2014-2019,FALSE,INC,m50,8.402315,2017,N
LTU,2014-2019,FALSE,INC,premium,1.692468,2017,N
LTU,2015-2020,FALSE,INC,b40,10.66134,2017,N
LTU,2015-2020,FALSE,INC,tot,8.981843,2017,N
LTU,2015-2020,FALSE,INC,m50,8.51065,2017,N
LTU,2015-2020,FALSE,INC,premium,1.679502,2017,N
LTU,2016-2021,FALSE,INC,b40,9.748543,2017,N
LTU,2016-2021,FALSE,INC,tot,8.134022,2017,N
LTU,2016-2021,FALSE,INC,m50,7.570342,2017,N
LTU,2016-2021,FALSE,INC,premium,1.614521,2017,N
LUX,2007-2012,FALSE,INC,b40,-2.671746,2017,N
LUX,2007-2012,FALSE,INC,tot,-.5416307,2017,N
LUX,2007-2012,FALSE,INC,m50,-1.436591,2017,N
LUX,2007-2012,FALSE,INC,premium,-2.130115,2017,N
LUX,2009-2014,FALSE,INC,b40,-.092388,2017,N
LUX,2009-2014,FALSE,INC,tot,-.2812402,2017,N
LUX,2009-2014,FALSE,INC,m50,-.5006481,2017,N
LUX,2009-2014,FALSE,INC,premium,.1888523,2017,N
LUX,2010-2015,FALSE,INC,b40,-2.445461,2017,N
LUX,2010-2015,FALSE,INC,tot,-1.266792,2017,N
LUX,2010-2015,FALSE,INC,m50,-1.731128,2017,N
LUX,2010-2015,FALSE,INC,premium,-1.178669,2017,N
LUX,2012-2017,FALSE,INC,b40,-.0781779,2017,N
LUX,2012-2017,FALSE,INC,tot,.326171,2017,N
LUX,2012-2017,FALSE,INC,m50,.537585,2017,N
LUX,2012-2017,FALSE,INC,premium,-.4043489,2017,N
LUX,2013-2018,FALSE,INC,b40,.1970805,2017,N
LUX,2013-2018,FALSE,INC,tot,1.555297,2017,N
LUX,2013-2018,FALSE,INC,m50,.7720131,2017,N
LUX,2013-2018,FALSE,INC,premium,-1.358217,2017,N
LUX,2014-2019,FALSE,INC,b40,-.6816436,2017,N
LUX,2014-2019,FALSE,INC,tot,1.338927,2017,N
LUX,2014-2019,FALSE,INC,m50,.5860136,2017,N
LUX,2014-2019,FALSE,INC,premium,-2.020571,2017,N
LUX,2015-2020,FALSE,INC,b40,4.485255,2017,N
LUX,2015-2020,FALSE,INC,tot,4.900881,2017,N
LUX,2015-2020,FALSE,INC,m50,4.723065,2017,N
LUX,2015-2020,FALSE,INC,premium,-.415626,2017,N
LUX,2016-2021,FALSE,INC,b40,1.76534,2017,N
LUX,2016-2021,FALSE,INC,tot,3.043939,2017,N
LUX,2016-2021,FALSE,INC,m50,3.373981,2017,N
LUX,2016-2021,FALSE,INC,premium,-1.278599,2017,N
LVA,2006-2011,FALSE,INC,b40,.0046437,2017,N
LVA,2006-2011,FALSE,INC,tot,.1067691,2017,N
LVA,2006-2011,FALSE,INC,m50,.763818,2017,N
LVA,2006-2011,FALSE,INC,premium,-.1021254,2017,N
LVA,2007-2012,FALSE,INC,b40,-3.228509,2017,N
LVA,2007-2012,FALSE,INC,tot,-4.512628,2017,N
LVA,2007-2012,FALSE,INC,m50,-3.823881,2017,N
LVA,2007-2012,FALSE,INC,premium,1.284119,2017,N
LVA,2009-2014,FALSE,INC,b40,4.429116,2017,N
LVA,2009-2014,FALSE,INC,tot,3.764716,2017,N
LVA,2009-2014,FALSE,INC,m50,3.534079,2017,N
LVA,2009-2014,FALSE,INC,premium,.6643999,2017,N
LVA,2010-2015,FALSE,INC,b40,7.518854,2017,N
LVA,2010-2015,FALSE,INC,tot,6.474116,2017,N
LVA,2010-2015,FALSE,INC,m50,5.494332,2017,N
LVA,2010-2015,FALSE,INC,premium,1.044738,2017,N
LVA,2012-2017,FALSE,INC,b40,7.906009,2017,N
LVA,2012-2017,FALSE,INC,tot,8.231892,2017,N
LVA,2012-2017,FALSE,INC,m50,8.209403,2017,N
LVA,2012-2017,FALSE,INC,premium,-.3258824,2017,N
LVA,2013-2018,FALSE,INC,b40,8.097011,2017,N
LVA,2013-2018,FALSE,INC,tot,7.881244,2017,N
LVA,2013-2018,FALSE,INC,m50,8.19448,2017,N
LVA,2013-2018,FALSE,INC,premium,.2157664,2017,N
LVA,2014-2019,FALSE,INC,b40,7.191427,2017,N
LVA,2014-2019,FALSE,INC,tot,6.713758,2017,N
LVA,2014-2019,FALSE,INC,m50,6.962987,2017,N
LVA,2014-2019,FALSE,INC,premium,.4776692,2017,N
LVA,2015-2020,FALSE,INC,b40,5.988238,2017,N
LVA,2015-2020,FALSE,INC,tot,6.793839,2017,N
LVA,2015-2020,FALSE,INC,m50,6.460906,2017,N
LVA,2015-2020,FALSE,INC,premium,-.8056006,2017,N
LVA,2016-2021,FALSE,INC,b40,6.77809,2017,N
LVA,2016-2021,FALSE,INC,tot,6.670023,2017,N
LVA,2016-2021,FALSE,INC,m50,6.847159,2017,N
LVA,2016-2021,FALSE,INC,premium,.108067,2017,N
MDA,2006-2011,FALSE,CONS,b40,5.674489,2017,N
MDA,2006-2011,FALSE,CONS,tot,2.893239,2017,N
MDA,2006-2011,FALSE,CONS,m50,3.852619,2017,N
MDA,2006-2011,FALSE,CONS,premium,2.781251,2017,N
MDA,2008-2013,FALSE,CONS,b40,4.974933,2017,N
MDA,2008-2013,FALSE,CONS,tot,1.793812,2017,N
MDA,2008-2013,FALSE,CONS,m50,3.134298,2017,N
MDA,2008-2013,FALSE,CONS,premium,3.181121,2017,N
MDA,2009-2014,FALSE,CONS,b40,4.823503,2017,N
MDA,2009-2014,FALSE,CONS,tot,1.311558,2017,N
MDA,2009-2014,FALSE,CONS,m50,2.25868,2017,N
MDA,2009-2014,FALSE,CONS,premium,3.511945,2017,N
MDA,2010-2015,FALSE,CONS,b40,4.13251,2017,N
MDA,2010-2015,FALSE,CONS,tot,1.532954,2017,N
MDA,2010-2015,FALSE,CONS,m50,2.51866,2017,N
MDA,2010-2015,FALSE,CONS,premium,2.599556,2017,N
MDA,2011-2016,FALSE,CONS,b40,2.824383,2017,N
MDA,2011-2016,FALSE,CONS,tot,.4192027,2017,N
MDA,2011-2016,FALSE,CONS,m50,1.019799,2017,N
MDA,2011-2016,FALSE,CONS,premium,2.40518,2017,N
MDA,2012-2017,FALSE,CONS,b40,2.606395,2017,N
MDA,2012-2017,FALSE,CONS,tot,.970621,2017,N
MDA,2012-2017,FALSE,CONS,m50,1.424166,2017,N
MDA,2012-2017,FALSE,CONS,premium,1.635774,2017,N
MDA,2013-2018,FALSE,CONS,b40,1.896884,2017,N
MDA,2013-2018,FALSE,CONS,tot,.3221324,2017,N
MDA,2013-2018,FALSE,CONS,m50,.6234876,2017,N
MDA,2013-2018,FALSE,CONS,premium,1.574752,2017,N
MDA,2014-2019,FALSE,CONS,b40,1.707191,2017,N
MDA,2014-2019,FALSE,CONS,tot,1.18122,2017,N
MDA,2014-2019,FALSE,CONS,m50,1.238667,2017,N
MDA,2014-2019,FALSE,CONS,premium,.5259709,2017,N
MDA,2016-2021,FALSE,CONS,b40,1.302002,2017,N
MDA,2016-2021,FALSE,CONS,tot,1.121259,2017,N
MDA,2016-2021,FALSE,CONS,m50,1.305385,2017,N
MDA,2016-2021,FALSE,CONS,premium,.180743,2017,N
MDG,2005-2010,FALSE,CONS,b40,-4.133158,2017,N
MDG,2005-2010,FALSE,CONS,tot,-2.745989,2017,N
MDG,2005-2010,FALSE,CONS,m50,-3.438236,2017,N
MDG,2005-2010,FALSE,CONS,premium,-1.387169,2017,N
MDG,2010-2012,FALSE,CONS,b40,-3.462799,2017,N
MDG,2010-2012,FALSE,CONS,tot,-2.271658,2017,N
MDG,2010-2012,FALSE,CONS,m50,-2.017586,2017,N
MDG,2010-2012,FALSE,CONS,premium,-1.191141,2017,N
MEX,2008-2012,FALSE,INC,b40,2.361682,2017,N
MEX,2008-2012,FALSE,INC,tot,.483101,2017,N
MEX,2008-2012,FALSE,INC,m50,.5077481,2017,N
MEX,2008-2012,FALSE,INC,premium,1.878581,2017,N
MEX,2010-2014,FALSE,INC,b40,.5509502,2017,N
MEX,2010-2014,FALSE,INC,tot,.6131176,2017,N
MEX,2010-2014,FALSE,INC,m50,-.3415851,2017,N
MEX,2010-2014,FALSE,INC,premium,-.0621675,2017,N
MEX,2016-2020,FALSE,INC,b40,.694549,2017,N
MEX,2016-2020,FALSE,INC,tot,-.7161268,2017,N
MEX,2016-2020,FALSE,INC,m50,.6088087,2017,N
MEX,2016-2020,FALSE,INC,premium,1.410676,2017,N
MEX,2016-2022,FALSE,INC,b40,3.641425,2017,N
MEX,2016-2022,FALSE,INC,tot,1.952233,2017,N
MEX,2016-2022,FALSE,INC,m50,3.173814,2017,N
MEX,2016-2022,FALSE,INC,premium,1.689192,2017,N
MKD,2009-2014,FALSE,INC,b40,6.330585,2017,N
MKD,2009-2014,FALSE,INC,tot,1.947887,2017,N
MKD,2009-2014,FALSE,INC,m50,3.802935,2017,N
MKD,2009-2014,FALSE,INC,premium,4.382699,2017,N
MKD,2010-2014,FALSE,INC,b40,7.102486,2017,N
MKD,2010-2014,FALSE,INC,tot,2.44115,2017,N
MKD,2010-2014,FALSE,INC,m50,2.8246,2017,N
MKD,2010-2014,FALSE,INC,premium,4.661336,2017,N
MKD,2010-2015,FALSE,INC,b40,6.452847,2017,N
MKD,2010-2015,FALSE,INC,tot,2.919117,2017,N
MKD,2010-2015,FALSE,INC,m50,3.314064,2017,N
MKD,2010-2015,FALSE,INC,premium,3.53373,2017,N
MKD,2012-2017,FALSE,INC,b40,7.059099,2017,N
MKD,2012-2017,FALSE,INC,tot,4.312387,2017,N
MKD,2012-2017,FALSE,INC,m50,5.788766,2017,N
MKD,2012-2017,FALSE,INC,premium,2.746711,2017,N
MKD,2013-2018,FALSE,INC,b40,7.028347,2017,N
MKD,2013-2018,FALSE,INC,tot,4.931452,2017,N
MKD,2013-2018,FALSE,INC,m50,6.625771,2017,N
MKD,2013-2018,FALSE,INC,premium,2.096895,2017,N
MKD,2014-2019,FALSE,INC,b40,6.0932,2017,N
MKD,2014-2019,FALSE,INC,tot,5.337544,2017,N
MKD,2014-2019,FALSE,INC,m50,6.36288,2017,N
MKD,2014-2019,FALSE,INC,premium,.7556558,2017,N
MLI,2006-2009,FALSE,CONS,b40,2.49448,2017,N
MLI,2006-2009,FALSE,CONS,tot,-1.485392,2017,N
MLI,2006-2009,FALSE,CONS,m50,.6227258,2017,N
MLI,2006-2009,FALSE,CONS,premium,3.979872,2017,N
MLI,2018-2021,FALSE,CONS,b40,-3.326908,2017,N
MLI,2018-2021,FALSE,CONS,tot,-3.990016,2017,N
MLI,2018-2021,FALSE,CONS,m50,-3.85911,2017,N
MLI,2018-2021,FALSE,CONS,premium,.6631079,2017,N
MLT,2009-2014,FALSE,INC,b40,4.519492,2017,N
MLT,2009-2014,FALSE,INC,tot,3.669394,2017,N
MLT,2009-2014,FALSE,INC,m50,3.971116,2017,N
MLT,2009-2014,FALSE,INC,premium,.8500977,2017,N
MLT,2010-2015,FALSE,INC,b40,3.566424,2017,N
MLT,2010-2015,FALSE,INC,tot,3.47859,2017,N
MLT,2010-2015,FALSE,INC,m50,3.141456,2017,N
MLT,2010-2015,FALSE,INC,premium,.0878339,2017,N
MLT,2012-2017,FALSE,INC,b40,3.796295,2017,N
MLT,2012-2017,FALSE,INC,tot,3.738619,2017,N
MLT,2012-2017,FALSE,INC,m50,3.924855,2017,N
MLT,2012-2017,FALSE,INC,premium,.0576756,2017,N
MLT,2013-2018,FALSE,INC,b40,3.023296,2017,N
MLT,2013-2018,FALSE,INC,tot,3.131414,2017,N
MLT,2013-2018,FALSE,INC,m50,3.273908,2017,N
MLT,2013-2018,FALSE,INC,premium,-.1081178,2017,N
MLT,2014-2019,FALSE,INC,b40,2.933992,2017,N
MLT,2014-2019,FALSE,INC,tot,3.738572,2017,N
MLT,2014-2019,FALSE,INC,m50,2.734803,2017,N
MLT,2014-2019,FALSE,INC,premium,-.8045805,2017,N
MLT,2015-2020,FALSE,INC,b40,3.211007,2017,N
MLT,2015-2020,FALSE,INC,tot,4.434137,2017,N
MLT,2015-2020,FALSE,INC,m50,3.964882,2017,N
MLT,2015-2020,FALSE,INC,premium,-1.22313,2017,N
MMR,2015-2017,FALSE,CONS,b40,9.460087,2017,N
MMR,2015-2017,FALSE,CONS,tot,1.278207,2017,N
MMR,2015-2017,FALSE,CONS,m50,7.117609,2017,N
MMR,2015-2017,FALSE,CONS,premium,8.181879,2017,N
MNE,2006-2011,FALSE,CONS,b40,2.44102,2017,N
MNE,2006-2011,FALSE,CONS,tot,2.467591,2017,N
MNE,2006-2011,FALSE,CONS,m50,2.392785,2017,N
MNE,2006-2011,FALSE,CONS,premium,-.0265708,2017,N
MNE,2008-2013,FALSE,CONS,b40,-4.820286,2017,N
MNE,2008-2013,FALSE,CONS,tot,-3.591595,2017,N
MNE,2008-2013,FALSE,CONS,m50,-3.962959,2017,N
MNE,2008-2013,FALSE,CONS,premium,-1.228691,2017,N
MNE,2009-2014,FALSE,CONS,b40,-2.728395,2017,N
MNE,2009-2014,FALSE,CONS,tot,-2.265184,2017,N
MNE,2009-2014,FALSE,CONS,m50,-2.485541,2017,N
MNE,2009-2014,FALSE,CONS,premium,-.4632106,2017,N
MNE,2012-2015,FALSE,INC,b40,4.72348,2017,N
MNE,2012-2015,FALSE,INC,tot,1.349509,2017,N
MNE,2012-2015,FALSE,INC,m50,2.702114,2017,N
MNE,2012-2015,FALSE,INC,premium,3.373972,2017,N
MNE,2012-2016,FALSE,INC,b40,6.306084,2017,N
MNE,2012-2016,FALSE,INC,tot,3.15585,2017,N
MNE,2012-2016,FALSE,INC,m50,4.271954,2017,N
MNE,2012-2016,FALSE,INC,premium,3.150234,2017,N
MNE,2013-2018,FALSE,INC,b40,3.429209,2017,N
MNE,2013-2018,FALSE,INC,tot,1.895324,2017,N
MNE,2013-2018,FALSE,INC,m50,3.119501,2017,N
MNE,2013-2018,FALSE,INC,premium,1.533885,2017,N
MNE,2016-2021,FALSE,INC,b40,3.894017,2017,N
MNE,2016-2021,FALSE,INC,tot,1.375486,2017,N
MNE,2016-2021,FALSE,INC,m50,2.324149,2017,N
MNE,2016-2021,FALSE,INC,premium,2.518531,2017,N
MNG,2010-2014,FALSE,CONS,b40,8.167111,2017,N
MNG,2010-2014,FALSE,CONS,tot,7.193514,2017,N
MNG,2010-2014,FALSE,CONS,m50,7.542996,2017,N
MNG,2010-2014,FALSE,CONS,premium,.973597,2017,N
MNG,2010-2016,FALSE,CONS,b40,1.921709,2017,N
MNG,2010-2016,FALSE,CONS,tot,1.488424,2017,N
MNG,2010-2016,FALSE,CONS,m50,1.726239,2017,N
MNG,2010-2016,FALSE,CONS,premium,.4332846,2017,N
MNG,2011-2016,FALSE,CONS,b40,.5638988,2017,N
MNG,2011-2016,FALSE,CONS,tot,-.1465992,2017,N
MNG,2011-2016,FALSE,CONS,m50,.582542,2017,N
MNG,2011-2016,FALSE,CONS,premium,.710498,2017,N
MNG,2011-2018,FALSE,CONS,b40,1.108235,2017,N
MNG,2011-2018,FALSE,CONS,tot,.7737871,2017,N
MNG,2011-2018,FALSE,CONS,m50,1.124494,2017,N
MNG,2011-2018,FALSE,CONS,premium,.3344474,2017,N
MNG,2014-2018,FALSE,CONS,b40,-3.699486,2017,N
MNG,2014-2018,FALSE,CONS,tot,-3.147476,2017,N
MNG,2014-2018,FALSE,CONS,m50,-3.414323,2017,N
MNG,2014-2018,FALSE,CONS,premium,-.5520096,2017,N
MNG,2016-2018,FALSE,CONS,b40,2.481999,2017,N
MNG,2016-2018,FALSE,CONS,tot,3.11204,2017,N
MNG,2016-2018,FALSE,CONS,m50,2.492184,2017,N
MNG,2016-2018,FALSE,CONS,premium,-.6300404,2017,N
MOZ,2002-2008,FALSE,CONS,b40,2.988662,2017,N
MOZ,2002-2008,FALSE,CONS,tot,3.00142,2017,N
MOZ,2002-2008,FALSE,CONS,m50,3.86043,2017,N
MOZ,2002-2008,FALSE,CONS,premium,-.0127578,2017,N
MOZ,2008-2014,FALSE,CONS,b40,1.522925,2017,N
MOZ,2008-2014,FALSE,CONS,tot,5.356974,2017,N
MOZ,2008-2014,FALSE,CONS,m50,1.758634,2017,N
MOZ,2008-2014,FALSE,CONS,premium,-3.834049,2017,N
MOZ,2014-2019,FALSE,CONS,b40,-4.311682,2017,N
MOZ,2014-2019,FALSE,CONS,tot,-5.568924,2017,N
MOZ,2014-2019,FALSE,CONS,m50,-3.851893,2017,N
MOZ,2014-2019,FALSE,CONS,premium,1.257243,2017,N
MRT,2008-2014,FALSE,CONS,b40,3.354746,2017,N
MRT,2008-2014,FALSE,CONS,tot,1.56228,2017,N
MRT,2008-2014,FALSE,CONS,m50,2.100184,2017,N
MRT,2008-2014,FALSE,CONS,premium,1.792466,2017,N
MRT,2014-2019,FALSE,CONS,b40,.3134967,2017,N
MRT,2014-2019,FALSE,CONS,tot,-.084571,2017,N
MRT,2014-2019,FALSE,CONS,m50,-.0767338,2017,N
MRT,2014-2019,FALSE,CONS,premium,.3980677,2017,N
MUS,2006-2012,FALSE,CONS,b40,1.234108,2017,N
MUS,2006-2012,FALSE,CONS,tot,2.320304,2017,N
MUS,2006-2012,FALSE,CONS,m50,1.652756,2017,N
MUS,2006-2012,FALSE,CONS,premium,-1.086196,2017,N
MUS,2012-2017,FALSE,CONS,b40,2.713539,2017,N
MUS,2012-2017,FALSE,CONS,tot,2.015185,2017,N
MUS,2012-2017,FALSE,CONS,m50,2.555842,2017,N
MUS,2012-2017,FALSE,CONS,premium,.698354,2017,N
MWI,2004-2010,FALSE,CONS,b40,-2.207172,2017,N
MWI,2004-2010,FALSE,CONS,tot,.6423267,2017,N
MWI,2004-2010,FALSE,CONS,m50,-.7269906,2017,N
MWI,2004-2010,FALSE,CONS,premium,-2.849499,2017,N
MWI,2010-2016,FALSE,CONS,b40,3.051728,2017,N
MWI,2010-2016,FALSE,CONS,tot,1.568979,2017,N
MWI,2010-2016,FALSE,CONS,m50,1.399612,2017,N
MWI,2010-2016,FALSE,CONS,premium,1.482749,2017,N
MWI,2016-2019,FALSE,CONS,b40,-2.956387,2017,N
MWI,2016-2019,FALSE,CONS,tot,-6.10744,2017,N
MWI,2016-2019,FALSE,CONS,m50,-2.395974,2017,N
MWI,2016-2019,FALSE,CONS,premium,3.151053,2017,N
MYS,2011-2015,FALSE,INC,b40,7.01167,2017,N
MYS,2011-2015,FALSE,INC,tot,4.974335,2017,N
MYS,2011-2015,FALSE,INC,m50,6.023264,2017,N
MYS,2011-2015,FALSE,INC,premium,2.037335,2017,N
MYS,2015-2018,FALSE,INC,b40,4.047431,2017,N
MYS,2015-2018,FALSE,INC,tot,4.397114,2017,N
MYS,2015-2018,FALSE,INC,m50,4.488466,2017,N
MYS,2015-2018,FALSE,INC,premium,-.3496833,2017,N
MYS,2015-2021,FALSE,INC,b40,3.220626,2017,N
MYS,2015-2021,FALSE,INC,tot,3.059274,2017,N
MYS,2015-2021,FALSE,INC,m50,3.260711,2017,N
MYS,2015-2021,FALSE,INC,premium,.1613522,2017,N
NAM,2003-2009,FALSE,CONS,b40,3.252261,2017,N
NAM,2003-2009,FALSE,CONS,tot,1.976684,2017,N
NAM,2003-2009,FALSE,CONS,m50,3.373114,2017,N
NAM,2003-2009,FALSE,CONS,premium,1.275577,2017,N
NAM,2009-2015,FALSE,CONS,b40,5.734844,2017,N
NAM,2009-2015,FALSE,CONS,tot,6.643079,2017,N
NAM,2009-2015,FALSE,CONS,m50,8.667664,2017,N
NAM,2009-2015,FALSE,CONS,premium,-.9082355,2017,N
NER,2007-2014,FALSE,CONS,b40,5.831297,2017,N
NER,2007-2014,FALSE,CONS,tot,5.424181,2017,N
NER,2007-2014,FALSE,CONS,m50,6.601696,2017,N
NER,2007-2014,FALSE,CONS,premium,.4071164,2017,N
NER,2011-2014,FALSE,CONS,b40,-.0560876,2017,N
NER,2011-2014,FALSE,CONS,tot,3.261001,2017,N
NER,2011-2014,FALSE,CONS,m50,2.485601,2017,N
NER,2011-2014,FALSE,CONS,premium,-3.317089,2017,N
NER,2018-2021,FALSE,CONS,b40,1.592766,2017,N
NER,2018-2021,FALSE,CONS,tot,-1.970686,2017,N
NER,2018-2021,FALSE,CONS,m50,.0092232,2017,N
NER,2018-2021,FALSE,CONS,premium,3.563452,2017,N
NIC,2005-2009,FALSE,INC,b40,2.197402,2017,N
NIC,2005-2009,FALSE,INC,tot,-.6185076,2017,N
NIC,2005-2009,FALSE,INC,m50,1.919286,2017,N
NIC,2005-2009,FALSE,INC,premium,2.81591,2017,N
NIC,2009-2014,FALSE,INC,b40,5.639806,2017,N
NIC,2009-2014,FALSE,INC,tot,6.521416,2017,N
NIC,2009-2014,FALSE,INC,m50,6.197463,2017,N
NIC,2009-2014,FALSE,INC,premium,-.8816094,2017,N
NLD,2007-2012,FALSE,INC,b40,-.0091702,2017,N
NLD,2007-2012,FALSE,INC,tot,-.9883472,2017,N
NLD,2007-2012,FALSE,INC,m50,-.4481385,2017,N
NLD,2007-2012,FALSE,INC,premium,.9791769,2017,N
NLD,2009-2014,FALSE,INC,b40,-.7232938,2017,N
NLD,2009-2014,FALSE,INC,tot,-.7656577,2017,N
NLD,2009-2014,FALSE,INC,m50,-1.078836,2017,N
NLD,2009-2014,FALSE,INC,premium,.0423639,2017,N
NLD,2010-2015,FALSE,INC,b40,.9501265,2017,N
NLD,2010-2015,FALSE,INC,tot,.6553676,2017,N
NLD,2010-2015,FALSE,INC,m50,.3534992,2017,N
NLD,2010-2015,FALSE,INC,premium,.2947589,2017,N
NLD,2012-2017,FALSE,INC,b40,1.526819,2017,N
NLD,2012-2017,FALSE,INC,tot,1.892995,2017,N
NLD,2012-2017,FALSE,INC,m50,1.73494,2017,N
NLD,2012-2017,FALSE,INC,premium,-.3661751,2017,N
NLD,2013-2018,FALSE,INC,b40,2.66597,2017,N
NLD,2013-2018,FALSE,INC,tot,2.437984,2017,N
NLD,2013-2018,FALSE,INC,m50,2.582346,2017,N
NLD,2013-2018,FALSE,INC,premium,.2279868,2017,N
NLD,2014-2019,FALSE,INC,b40,2.573317,2017,N
NLD,2014-2019,FALSE,INC,tot,2.807387,2017,N
NLD,2014-2019,FALSE,INC,m50,2.84566,2017,N
NLD,2014-2019,FALSE,INC,premium,-.2340696,2017,N
NLD,2015-2020,FALSE,INC,b40,3.065235,2017,N
NLD,2015-2020,FALSE,INC,tot,2.099957,2017,N
NLD,2015-2020,FALSE,INC,m50,3.145749,2017,N
NLD,2015-2020,FALSE,INC,premium,.9652786,2017,N
NLD,2016-2021,FALSE,INC,b40,2.740603,2017,N
NLD,2016-2021,FALSE,INC,tot,1.73513,2017,N
NLD,2016-2021,FALSE,INC,m50,2.574324,2017,N
NLD,2016-2021,FALSE,INC,premium,1.005473,2017,N
NOR,2007-2012,FALSE,INC,b40,3.166165,2017,N
NOR,2007-2012,FALSE,INC,tot,2.385604,2017,N
NOR,2007-2012,FALSE,INC,m50,2.977918,2017,N
NOR,2007-2012,FALSE,INC,premium,.7805607,2017,N
NOR,2009-2014,FALSE,INC,b40,2.531318,2017,N
NOR,2009-2014,FALSE,INC,tot,2.816732,2017,N
NOR,2009-2014,FALSE,INC,m50,2.822977,2017,N
NOR,2009-2014,FALSE,INC,premium,-.2854137,2017,N
NOR,2010-2015,FALSE,INC,b40,2.118315,2017,N
NOR,2010-2015,FALSE,INC,tot,2.958726,2017,N
NOR,2010-2015,FALSE,INC,m50,2.69834,2017,N
NOR,2010-2015,FALSE,INC,premium,-.8404112,2017,N
NOR,2012-2017,FALSE,INC,b40,.4377487,2017,N
