xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdpxyzsi_mpm_educ,xyzdpxyzsi_mpm_edue,xyzdpxyzsi_mpm_elec,xyzdpxyzsi_mpm_imps,xyzdpxyzsi_mpm_impw,xyzdpxyzsi_mpm_poor,xyzdpxyzsi_mpm_mdhc,survname,comparable_spell,xyzdcxyzpppyear,xyzdcxyzcoverage
PAN,2021,FALSE,INC,.0240938,.0161971,.0476483,.0617666,.0448464,.0110826,.0244559,EH,2008-2024,2017,N
PER,2010,FALSE,INC,.0592199,.0163946,.1216305,.1187825,.1770647,.0682377,.1043225,ENAHO,2004-2024,2017,N
PER,2010,FALSE,INC,.0592199,.0163946,.1216305,.1187825,.1770647,.1120056,.1412656,ENAHO,2004-2024,2021,N
PER,2011,FALSE,INC,.0587822,.0148113,.1043564,.1073451,.1776152,.1033993,.1305547,ENAHO,2004-2024,2021,N
PER,2011,FALSE,INC,.0587822,.0148113,.1043564,.1073451,.1776152,.0650402,.0987124,ENAHO,2004-2024,2017,N
PER,2012,FALSE,INC,.0581585,.012648,.0881706,.1498771,.1346551,.0952724,.1212437,ENAHO,2004-2024,2021,N
PER,2012,FALSE,INC,.0581585,.012648,.0881706,.1498771,.1346551,.0607855,.092245,ENAHO,2004-2024,2017,N
PER,2013,FALSE,INC,.056348,.0126596,.077099,.1451427,.1227228,.0539633,.0808221,ENAHO,2004-2024,2017,N
PER,2013,FALSE,INC,.056348,.0126596,.077099,.1451427,.1227228,.0861656,.1087234,ENAHO,2004-2024,2021,N
PER,2014,FALSE,INC,.0578487,.0112111,.0675908,.1509225,.0998602,.0799331,.0998003,ENAHO,2004-2024,2021,N
PER,2014,FALSE,INC,.0578487,.0112111,.0675908,.1509225,.0998602,.0482481,.0719579,ENAHO,2004-2024,2017,N
PER,2015,FALSE,INC,.0588381,.0109672,.0583715,.143163,.0975551,.0471855,.0680991,ENAHO,2004-2024,2017,N
PER,2015,FALSE,INC,.0588381,.0109672,.0583715,.143163,.0975551,.0795806,.0969944,ENAHO,2004-2024,2021,N
PER,2016,FALSE,INC,.0571505,.0096991,.0554983,.1434911,.0823335,.0459618,.0656025,ENAHO,2004-2024,2017,N
PER,2016,FALSE,INC,.0571505,.0096991,.0554983,.1434911,.0823335,.0746933,.090974,ENAHO,2004-2024,2021,N
PER,2017,FALSE,INC,.0568966,.0066669,.0489248,.1398012,.0798152,.0449706,.0634518,ENAHO,2004-2024,2017,N
PER,2017,FALSE,INC,.0568966,.0066669,.0489248,.1398012,.0798152,.0731406,.0886556,ENAHO,2004-2024,2021,N
PER,2018,FALSE,INC,.0565598,.0057338,.0448399,.121195,.0679741,.0356699,.0512128,ENAHO,2004-2024,2017,N
PER,2018,FALSE,INC,.0565598,.0057338,.0448399,.121195,.0679741,.0607525,.0741053,ENAHO,2004-2024,2021,N
PER,2019,FALSE,INC,.0540014,.0079354,.0412701,.120668,.0624999,.0541925,.0675566,ENAHO,2004-2024,2021,N
PER,2019,FALSE,INC,.0540014,.0079354,.0412701,.120668,.0624999,.0297708,.0455146,ENAHO,2004-2024,2017,N
PER,2020,FALSE,INC,.0476551,.0119162,.0365894,.1147658,.0549806,.0582176,.0698518,ENAHO,2004-2024,2017,N
PER,2020,FALSE,INC,.0476551,.0119162,.0365894,.1147658,.0549806,.1030816,.1132659,ENAHO,2004-2024,2021,N
PER,2021,FALSE,INC,.0536016,.0121012,.0414481,.1215935,.0525649,.0518984,.0635391,ENAHO,2004-2024,2021,N
PER,2021,FALSE,INC,.0536016,.0121012,.0414481,.1215935,.0525649,.0277309,.0412015,ENAHO,2004-2024,2017,N
PER,2022,FALSE,INC,.0505781,.0070348,.0378886,.1299137,.0547198,.0484082,.0602238,ENAHO,2004-2024,2021,N
PER,2022,FALSE,INC,.0505781,.0070348,.0378886,.1299137,.0547198,.0265655,.0399544,ENAHO,2004-2024,2017,N
PER,2023,FALSE,INC,.0486495,.004665,.0379812,.1338322,.0540164,.0587874,.0691274,ENAHO,2004-2024,2021,N
PER,2023,FALSE,INC,.0486495,.004665,.0379812,.1338322,.0540164,.032249,.0441124,ENAHO,2004-2024,2017,N
PER,2024,FALSE,INC,.0473292,.00634,.0349804,.1420714,.0527265,.0283896,.0389406,ENAHO,2004-2024,2017,N
PER,2024,FALSE,INC,.0473292,.00634,.0349804,.1420714,.0527265,.0514056,.0606471,ENAHO,2004-2024,2021,N
PHL,2012,FALSE,INC,.0503364,.0598504,.1142825,.1872547,.113038,.2134617,.2291342,FIES,2003-2023,2021,N
PHL,2012,FALSE,INC,.0503364,.0598504,.1142825,.1872547,.113038,.1093892,.1356776,FIES,2003-2023,2017,N
PHL,2015,FALSE,INC,.0447078,.0434865,.090887,.1729696,.0966778,.1463308,.1616392,FIES,2003-2023,2021,N
PHL,2015,FALSE,INC,.0447078,.0434865,.090887,.1729696,.0966778,.0649045,.0880015,FIES,2003-2023,2017,N
PHL,2018,FALSE,INC,.0376198,.0432466,.0667635,.079736,.0623045,.0299569,.0442643,FIES,2003-2023,2017,N
PHL,2018,FALSE,INC,.0376198,.0432466,.0667635,.079736,.0623045,.0828137,.0928135,FIES,2003-2023,2021,N
PHL,2021,FALSE,INC,.0325957,.0365788,.0377658,.1441139,.0410462,.0299391,.0411231,FIES,2003-2023,2017,N
PHL,2021,FALSE,INC,.0325957,.0365788,.0377658,.1441139,.0410462,.0805682,.0890816,FIES,2003-2023,2021,N
PHL,2023,FALSE,INC,.0321569,.0283583,.0308889,.108112,.0438385,.053249,.0618957,FIES,2003-2023,2021,N
PHL,2023,FALSE,INC,.0321569,.0283583,.0308889,.108112,.0438385,.0164194,.02697,FIES,2003-2023,2017,N
PNG,2009,FALSE,CONS,.1320662,.0900362,.8210981,.7977661,.5741265,.3968331,.6972542,HIES,2009,2017,N
PNG,2009,FALSE,CONS,.1320662,.0900362,.8210981,.7977661,.5741265,.5221029,.753658,HIES,2009,2021,N
PRT,2008,FALSE,INC,.0414081,,0,,0,.0013725,.042761,EU-SILC,2003-2023,2017,N
PRT,2008,FALSE,INC,.0414081,,0,,0,.0034788,.0448673,EU-SILC,2003-2023,2021,N
PRT,2009,FALSE,INC,.038186,,0,,0,.001659,.039845,EU-SILC,2003-2023,2017,N
PRT,2009,FALSE,INC,.038186,,0,,0,.0017034,.0398894,EU-SILC,2003-2023,2021,N
PRT,2010,FALSE,INC,.0393496,,0,.0121863,.0133302,.0013646,.0406711,EU-SILC,2003-2023,2017,N
PRT,2010,FALSE,INC,.0393496,,0,.0121863,.0133302,.0021967,.0415033,EU-SILC,2003-2023,2021,N
PRT,2011,FALSE,INC,.0421302,,0,.0094404,.0114735,.0050804,.0472106,EU-SILC,2003-2023,2017,N
PRT,2011,FALSE,INC,.0421302,,0,.0094404,.0114735,.0062358,.048366,EU-SILC,2003-2023,2021,N
PRT,2012,FALSE,INC,.0362575,,0,.0088957,.0113019,.0070321,.0431584,EU-SILC,2003-2023,2017,N
PRT,2012,FALSE,INC,.0362575,,0,.0088957,.0113019,.0088239,.0449503,EU-SILC,2003-2023,2021,N
PRT,2013,FALSE,INC,.0357423,,0,.0095461,.0133796,.0085519,.0442505,EU-SILC,2003-2023,2017,N
PRT,2013,FALSE,INC,.0357423,,0,.0095461,.0133796,.010437,.0461057,EU-SILC,2003-2023,2021,N
PRT,2014,FALSE,INC,.0328164,,0,.0101415,.0149289,.007767,.0404507,EU-SILC,2003-2023,2021,N
PRT,2014,FALSE,INC,.0328164,,0,.0101415,.0149289,.0054567,.0382731,EU-SILC,2003-2023,2017,N
PRT,2015,FALSE,INC,.0272755,,0,.0110114,.0132215,.0048239,.0320695,EU-SILC,2003-2023,2017,N
PRT,2015,FALSE,INC,.0272755,,0,.0110114,.0132215,.0073026,.0345481,EU-SILC,2003-2023,2021,N
PRT,2016,FALSE,INC,.0259225,,0,.0104337,.0118959,.0041006,.0300105,EU-SILC,2003-2023,2021,N
PRT,2016,FALSE,INC,.0259225,,0,.0104337,.0118959,.0037464,.0296562,EU-SILC,2003-2023,2017,N
PRT,2017,FALSE,INC,.0244185,,0,.0076998,.0090506,.004105,.0285156,EU-SILC,2003-2023,2017,N
PRT,2017,FALSE,INC,.0244185,,0,.0076998,.0090506,.0044083,.0288189,EU-SILC,2003-2023,2021,N
PRT,2018,FALSE,INC,.0226513,,0,.0065558,.0075508,.0029025,.0255539,EU-SILC,2003-2023,2017,N
PRT,2018,FALSE,INC,.0226513,,0,.0065558,.0075508,.0038239,.0264752,EU-SILC,2003-2023,2021,N
PRT,2019,FALSE,INC,.0152526,,0,.0056454,.0059012,.0014872,.0167351,EU-SILC,2003-2023,2017,N
PRT,2019,FALSE,INC,.0152526,,0,.0056454,.0059012,.0018491,.017097,EU-SILC,2003-2023,2021,N
PRT,2020,FALSE,INC,.0146455,,0,,0,.0047229,.0181365,EU-SILC,2003-2023,2017,N
PRT,2020,FALSE,INC,.0146455,,0,,0,.0063678,.0197814,EU-SILC,2003-2023,2021,N
PRT,2021,FALSE,INC,.0134252,,0,,0,.002265,.0156362,EU-SILC,2003-2023,2017,N
PRT,2021,FALSE,INC,.0134252,,0,,0,.0032743,.0163914,EU-SILC,2003-2023,2021,N
PRT,2022,FALSE,INC,.0138141,,0,.0040363,.0042956,.0017447,.0155261,EU-SILC,2003-2023,2017,N
PRT,2022,FALSE,INC,.0138141,,0,.0040363,.0042956,.0022475,.0160144,EU-SILC,2003-2023,2021,N
PRT,2023,FALSE,INC,.0152412,,0,,0,.0041326,.0193617,EU-SILC,2003-2023,2021,N
PRT,2023,FALSE,INC,.0152412,,0,,0,.003322,.0185632,EU-SILC,2003-2023,2017,N
PRY,2010,FALSE,INC,.0909253,.046214,.0254716,.2938625,.0647796,.0545974,.07996,EPH,2002-2021,2017,N
PRY,2010,FALSE,INC,.0909253,.046214,.0254716,.2938625,.0647796,.0938218,.1173485,EPH,2002-2021,2021,N
PRY,2011,FALSE,INC,.079379,.0439519,.0170123,.2183573,.0447675,.0894333,.1026771,EPH,2002-2021,2021,N
PRY,2011,FALSE,INC,.079379,.0439519,.0170123,.2183573,.0447675,.0504801,.0644986,EPH,2002-2021,2017,N
PRY,2012,FALSE,INC,.0809282,.0344893,.0159704,.2396289,.0559344,.0333131,.0542374,EPH,2002-2021,2017,N
PRY,2012,FALSE,INC,.0809282,.0344893,.0159704,.2396289,.0559344,.0643784,.0836467,EPH,2002-2021,2021,N
PRY,2013,FALSE,INC,.0676126,.027694,.0063736,.2042402,.0375785,.0411285,.0542313,EPH,2002-2021,2021,N
PRY,2013,FALSE,INC,.0676126,.027694,.0063736,.2042402,.0375785,.0178757,.0327621,EPH,2002-2021,2017,N
PRY,2014,FALSE,INC,.0774762,.0313869,.0092243,.2006717,.040229,.0241389,.0430835,EPH,2002-2021,2017,N
PRY,2014,FALSE,INC,.0774762,.0313869,.0092243,.2006717,.040229,.0426679,.060498,EPH,2002-2021,2021,N
PRY,2015,FALSE,INC,.0602937,.0266661,.0048855,.1864276,.0317164,.0421116,.052189,EPH,2002-2021,2021,N
PRY,2015,FALSE,INC,.0602937,.0266661,.0048855,.1864276,.0317164,.0189134,.0310934,EPH,2002-2021,2017,N
PRY,2016,FALSE,INC,.0677242,.0301673,.0070867,.1937707,.0290142,.0169429,.030597,EPH,2002-2021,2017,N
PRY,2016,FALSE,INC,.0677242,.0301673,.0070867,.1937707,.0290142,.0416923,.0540529,EPH,2002-2021,2021,N
PRY,2017,FALSE,INC,.0595485,.0230841,.0046368,.1552446,.0240172,.0237507,.0326055,EPH,2002-2021,2021,N
PRY,2017,FALSE,INC,.0595485,.0230841,.0046368,.1552446,.0240172,.0098144,.019239,EPH,2002-2021,2017,N
PRY,2018,FALSE,INC,.0631457,.0274569,.0028032,.1604064,.028261,.0140669,.0260835,EPH,2002-2021,2017,N
PRY,2018,FALSE,INC,.0631457,.0274569,.0028032,.1604064,.028261,.0307291,.0404964,EPH,2002-2021,2021,N
PRY,2019,FALSE,INC,.0623107,.0193157,.0028786,.133244,.0211373,.024439,.031979,EPH,2002-2021,2021,N
PRY,2019,FALSE,INC,.0623107,.0193157,.0028786,.133244,.0211373,.0101151,.0180418,EPH,2002-2021,2017,N
PRY,2020,FALSE,INC,.0488716,.0199527,.0028892,.1153538,.0164813,.0081328,.0142141,EPH,2002-2021,2017,N
PRY,2020,FALSE,INC,.0488716,.0199527,.0028892,.1153538,.0164813,.0255512,.0315541,EPH,2002-2021,2021,N
PRY,2021,FALSE,INC,.0442698,.0199593,.0013481,.097704,.0110749,.0068918,.0132132,EPH,2002-2021,2017,N
PRY,2021,FALSE,INC,.0442698,.0199593,.0013481,.097704,.0110749,.018595,.0246429,EPH,2002-2021,2021,N
PRY,2022,FALSE,INC,.0540209,.0161026,.0018346,.099035,.0132211,.0323226,.0369492,EPHC,2022-2024,2021,N
PRY,2022,FALSE,INC,.0540209,.0161026,.0018346,.099035,.0132211,.0152809,.0202087,EPHC,2022-2024,2017,N
PRY,2023,FALSE,INC,.0506578,.0111187,.0012352,.0836654,.009024,.0111368,.0147674,EPHC,2022-2024,2017,N
PRY,2023,FALSE,INC,.0506578,.0111187,.0012352,.0836654,.009024,.0239293,.0275036,EPHC,2022-2024,2021,N
PRY,2024,FALSE,INC,.0470833,.012777,.0011645,.0715577,.0086817,.0086171,.0113421,EPHC,2022-2024,2017,N
PRY,2024,FALSE,INC,.0470833,.012777,.0011645,.0715577,.0086817,.0210533,.023358,EPHC,2022-2024,2021,N
PSE,2010,FALSE,CONS,.0376379,.0512407,.0044647,,,.000436,.0070814,PECS,2010-2023,2017,N
PSE,2010,FALSE,CONS,.0376379,.0512407,.0044647,,,.0064767,.0131221,PECS,2010-2023,2021,N
PSE,2011,FALSE,CONS,.0322559,.0549165,.0032177,.0137638,.0195455,.0018904,.0047838,PECS,2010-2023,2017,N
PSE,2011,FALSE,CONS,.0322559,.0549165,.0032177,.0137638,.0195455,.0037439,.0065471,PECS,2010-2023,2021,N
PSE,2016,FALSE,CONS,.0117705,.0578972,0,.0011705,.0322433,.0137765,.0149826,PECS,2010-2023,2021,N
PSE,2016,FALSE,CONS,.0117705,.0578972,0,.0011705,.0322433,.0050272,.0062332,PECS,2010-2023,2017,N
PSE,2023,FALSE,CONS,.0149151,.0633087,.0055435,.0054472,.0895915,.0040725,.0054844,PECS,2010-2023,2017,N
PSE,2023,FALSE,CONS,.0149151,.0633087,.0055435,.0054472,.0895915,.0189886,.0204005,PECS,2010-2023,2021,N
RWA,2013,FALSE,CONS,.37543,.0433512,.8054634,.1502555,.2557774,.65241,.6829658,EICV-IV,2000-2016,2021,N
RWA,2013,FALSE,CONS,.37543,.0433512,.8054634,.1502555,.2557774,.5374719,.5877445,EICV-IV,2000-2016,2017,N
RWA,2016,FALSE,CONS,.3694741,.0425897,.6395106,.2812703,.2452093,.520068,.5737091,EICV-V,2000-2016,2017,N
RWA,2016,FALSE,CONS,.3694741,.0425897,.6395106,.2812703,.2452093,.6384556,.6719409,EICV-V,2000-2016,2021,N
RWA,2023,FALSE,CONS,.2942775,.0512201,.2509668,.2132878,.145553,.2419387,.2842686,EICV7,2023,2017,N
RWA,2023,FALSE,CONS,.2942775,.0512201,.2509668,.2132878,.145553,.3855049,.4139884,EICV7,2023,2021,N
SDN,2014,FALSE,CONS,.259554,.227185,.4853111,.9287606,.4490198,.1526306,.5032348,NBHS,2014,2017,N
SDN,2014,FALSE,CONS,.259554,.227185,.4853111,.9287606,.4490198,.1009996,.4842753,NBHS,2014,2021,N
SEN,2011,FALSE,CONS,.4115338,.5417682,.4704736,.2870005,.1820792,.4098437,.5658334,ESPS-II,2005-2011,2017,N
SEN,2011,FALSE,CONS,.4115338,.5417682,.4704736,.2870005,.1820792,.5328752,.6252822,ESPS-II,2005-2011,2021,N
SEN,2018,FALSE,CONS,.3833646,.3194275,.2656381,.3735124,.1521519,.0922257,.3105516,EHCVM,2018-2021,2017,N
SEN,2018,FALSE,CONS,.3833646,.3194275,.2656381,.3735124,.1521519,.191497,.3626131,EHCVM,2018-2021,2021,N
SEN,2021,FALSE,CONS,.3605966,.3278945,.2938013,.2965851,.1326644,.0992682,.2938415,EHCVM,2018-2021,2017,N
SEN,2021,FALSE,CONS,.3605966,.3278945,.2938013,.2965851,.1326644,.1788747,.3330526,EHCVM,2018-2021,2021,N
SLB,2012,FALSE,CONS,.0755288,.1353753,.5383372,.6596932,.3489007,.4030149,.5218393,HIES,2012,2021,N
SLB,2012,FALSE,CONS,.0755288,.1353753,.5383372,.6596932,.3489007,.2656488,.4187779,HIES,2012,2017,N
SLE,2011,FALSE,CONS,.4242562,.0099372,.8769052,.5103362,.3034509,.3869813,.5758594,SLIHS,2003-2018,2017,N
SLE,2011,FALSE,CONS,.4242562,.0099372,.8769052,.5103362,.3034509,.5369758,.661263,SLIHS,2003-2018,2021,N
SLE,2018,FALSE,CONS,.1001886,.1865088,.6872665,.8716725,.3379612,.2603524,.497869,SLIHS,2003-2018,2017,N
SLE,2018,FALSE,CONS,.1001886,.1865088,.6872665,.8716725,.3379612,.4146447,.5795605,SLIHS,2003-2018,2021,N
SLV,2010,FALSE,INC,.3523713,.0748307,.0848849,.0886207,.077741,.0634563,.1296314,EHPM,2000-2023,2017,N
SLV,2010,FALSE,INC,.3523713,.0748307,.0848849,.0886207,.077741,.1136052,.1679654,EHPM,2000-2023,2021,N
SLV,2011,FALSE,INC,.3346376,.0655623,.0776749,.0873122,.0697346,.1009327,.151149,EHPM,2000-2023,2021,N
SLV,2011,FALSE,INC,.3346376,.0655623,.0776749,.0873122,.0697346,.0534093,.1123226,EHPM,2000-2023,2017,N
SLV,2012,FALSE,INC,.3139559,.0630857,.0658104,.0794253,.0613497,.0854431,.1309627,EHPM,2000-2023,2021,N
SLV,2012,FALSE,INC,.3139559,.0630857,.0658104,.0794253,.0613497,.0463715,.1003469,EHPM,2000-2023,2017,N
SLV,2013,FALSE,INC,.3003026,.059746,.0484259,.0925062,.0475044,.0714139,.113746,EHPM,2000-2023,2021,N
SLV,2013,FALSE,INC,.3003026,.059746,.0484259,.0925062,.0475044,.0362473,.0842868,EHPM,2000-2023,2017,N
SLV,2014,FALSE,INC,.2865897,.0554192,.0448767,.0888711,.0495513,.0344148,.0795701,EHPM,2000-2023,2017,N
SLV,2014,FALSE,INC,.2865897,.0554192,.0448767,.0888711,.0495513,.0695333,.1084768,EHPM,2000-2023,2021,N
SLV,2015,FALSE,INC,.2867357,.0548466,.0424665,.088394,.0478134,.0230885,.0672486,EHPM,2000-2023,2017,N
SLV,2015,FALSE,INC,.2867357,.0548466,.0424665,.088394,.0478134,.0530144,.0930557,EHPM,2000-2023,2021,N
SLV,2016,FALSE,INC,.272265,.0506962,.038358,.0818964,.0444181,.0577486,.0919791,EHPM,2000-2023,2021,N
SLV,2016,FALSE,INC,.272265,.0506962,.038358,.0818964,.0444181,.0263298,.0663875,EHPM,2000-2023,2017,N
SLV,2017,FALSE,INC,.2712943,.0485112,.0322137,.0825541,.0398724,.021555,.0611907,EHPM,2000-2023,2017,N
SLV,2017,FALSE,INC,.2712943,.0485112,.0322137,.0825541,.0398724,.0454965,.0811343,EHPM,2000-2023,2021,N
SLV,2018,FALSE,INC,.2471616,.0402134,.0260581,.0773882,.0375284,.0406711,.0696309,EHPM,2000-2023,2021,N
SLV,2018,FALSE,INC,.2471616,.0402134,.0260581,.0773882,.0375284,.0184277,.0506216,EHPM,2000-2023,2017,N
SLV,2019,FALSE,INC,.2483403,.0389364,.0207446,.0796085,.0311124,.0298403,.0576345,EHPM,2000-2023,2021,N
SLV,2019,FALSE,INC,.2483403,.0389364,.0207446,.0796085,.0311124,.0140192,.0439375,EHPM,2000-2023,2017,N
SLV,2021,FALSE,INC,.2515095,.0417239,.0167459,.0810398,.0295247,.0358619,.0625319,EHPM,2000-2023,2017,N
SLV,2021,FALSE,INC,.2515095,.0417239,.0167459,.0810398,.0295247,.0513091,.0766072,EHPM,2000-2023,2021,N
SLV,2022,FALSE,INC,.2426744,.0299776,.014629,.1102594,.0262804,.033634,.0554999,EHPM,2000-2023,2017,N
SLV,2022,FALSE,INC,.2426744,.0299776,.014629,.1102594,.0262804,.0520679,.0723312,EHPM,2000-2023,2021,N
SLV,2023,FALSE,INC,.2427422,.022863,.0147344,.0945147,.0254516,.0463684,.0624843,EHPM,2000-2023,2021,N
SLV,2023,FALSE,INC,.2427422,.022863,.0147344,.0945147,.0254516,.0309644,.0478218,EHPM,2000-2023,2017,N
SSD,2016,FALSE,CONS,.3932687,.6219994,,.8811926,.1388889,.6732727,.848859,HFS-W3,2016,2017,N
SSD,2016,FALSE,CONS,.3932687,.6219994,,.8811926,.1388889,.7650265,.8748117,HFS-W3,2016,2021,N
STP,2017,FALSE,CONS,.1082267,.0430486,.3126609,.6198848,.8825763,.1572355,.3967812,IOF,2017,2017,N
STP,2017,FALSE,CONS,.1082267,.0430486,.3126609,.6198848,.8825763,.1300612,.3794591,IOF,2017,2021,N
SUR,2022,FALSE,CONS,.0700176,.0087406,.0031552,.0559906,.0242107,.0110431,.0212999,SSLC,2022,2017,N
SUR,2022,FALSE,CONS,.0700176,.0087406,.0031552,.0559906,.0242107,.0217804,.030246,SSLC,2022,2021,N
SVK,2008,FALSE,INC,.000584,,0,,0,.004077,.004661,EU-SILC,2004-2023,2017,N
SVK,2008,FALSE,INC,.000584,,0,,0,.0051686,.0057526,EU-SILC,2004-2023,2021,N
SVK,2009,FALSE,INC,.000304,,0,,0,.0044678,.0047718,EU-SILC,2004-2023,2017,N
SVK,2009,FALSE,INC,.000304,,0,,0,.0060936,.0063977,EU-SILC,2004-2023,2021,N
SVK,2010,FALSE,INC,.0011058,,0,.0141208,.0034066,.0049511,.0060568,EU-SILC,2004-2023,2017,N
SVK,2010,FALSE,INC,.0011058,,0,.0141208,.0034066,.0059634,.0070692,EU-SILC,2004-2023,2021,N
SVK,2011,FALSE,INC,.0016249,,0,.0105467,.0030314,.0042386,.0058635,EU-SILC,2004-2023,2017,N
SVK,2011,FALSE,INC,.0016249,,0,.0105467,.0030314,.0060573,.0076822,EU-SILC,2004-2023,2021,N
SVK,2012,FALSE,INC,.0011734,,0,.0061395,.0026937,.0050459,.0062193,EU-SILC,2004-2023,2021,N
SVK,2012,FALSE,INC,.0011734,,0,.0061395,.0026937,.0040093,.0051827,EU-SILC,2004-2023,2017,N
SVK,2013,FALSE,INC,.000063,,0,.0128831,.0065357,.004397,.00446,EU-SILC,2004-2023,2021,N
SVK,2013,FALSE,INC,.000063,,0,.0128831,.0065357,.002815,.002878,EU-SILC,2004-2023,2017,N
SVK,2014,FALSE,INC,0,,0,.0142398,.0075806,.0067545,.0067545,EU-SILC,2004-2023,2017,N
SVK,2014,FALSE,INC,0,,0,.0142398,.0075806,.008894,.008894,EU-SILC,2004-2023,2021,N
SVK,2015,FALSE,INC,0,,0,.0141479,.0078312,.0079788,.0079788,EU-SILC,2004-2023,2021,N
SVK,2015,FALSE,INC,0,,0,.0141479,.0078312,.0066176,.0066176,EU-SILC,2004-2023,2017,N
SVK,2016,FALSE,INC,0,,0,.0151591,.0092077,.013807,.013807,EU-SILC,2004-2023,2017,N
SVK,2016,FALSE,INC,0,,0,.0151591,.0092077,.0154381,.0154381,EU-SILC,2004-2023,2021,N
SVK,2017,FALSE,INC,0,,0,.016271,.0107663,.0022537,.0022537,EU-SILC,2004-2023,2017,N
SVK,2017,FALSE,INC,0,,0,.016271,.0107663,.0057616,.0057616,EU-SILC,2004-2023,2021,N
SVK,2018,FALSE,INC,0,,0,.0176853,.0136519,.0050822,.0050822,EU-SILC,2004-2023,2021,N
SVK,2018,FALSE,INC,0,,0,.0176853,.0136519,.0016946,.0016946,EU-SILC,2004-2023,2017,N
SVK,2019,FALSE,INC,.0000294,,0,.0095744,.0073585,.0011812,.0012106,EU-SILC,2004-2023,2017,N
SVK,2019,FALSE,INC,.0000294,,0,.0095744,.0073585,.0023159,.0023453,EU-SILC,2004-2023,2021,N
SVK,2020,FALSE,INC,.0000827,,0,,0,.0021231,.0022057,EU-SILC,2004-2023,2017,N
SVK,2020,FALSE,INC,.0000827,,0,,0,.0029503,.0030329,EU-SILC,2004-2023,2021,N
SVK,2021,FALSE,INC,.0000235,,0,,0,.0010148,.0010383,EU-SILC,2004-2023,2017,N
SVK,2021,FALSE,INC,.0000235,,0,,0,.0034403,.0034637,EU-SILC,2004-2023,2021,N
SVK,2022,FALSE,INC,0,,0,,0,.0051532,.0051532,EU-SILC,2004-2023,2017,N
SVK,2022,FALSE,INC,0,,0,,0,.0069565,.0069565,EU-SILC,2004-2023,2021,N
SVK,2023,FALSE,INC,0,,0,,0,.0045214,.0045214,EU-SILC,2004-2023,2021,N
SVK,2023,FALSE,INC,0,,0,,0,.0027068,.0027068,EU-SILC,2004-2023,2017,N
SVN,2008,FALSE,INC,.0016497,,0,,0,0,.0016497,EU-SILC,2004-2023,2017,N
SVN,2008,FALSE,INC,.0016497,,0,,0,0,.0016497,EU-SILC,2004-2023,2021,N
SVN,2009,FALSE,INC,.0013685,,0,,0,.0001604,.0015289,EU-SILC,2004-2023,2021,N
SVN,2009,FALSE,INC,.0013685,,0,,0,0,.0013685,EU-SILC,2004-2023,2017,N
SVN,2010,FALSE,INC,.0008587,,0,.0046218,.0061255,.0000916,.0009503,EU-SILC,2004-2023,2021,N
SVN,2010,FALSE,INC,.0008587,,0,.0046218,.0061255,.0000916,.0009503,EU-SILC,2004-2023,2017,N
SVN,2011,FALSE,INC,.0009715,,0,.0042052,.0054666,0,.0009715,EU-SILC,2004-2023,2017,N
SVN,2011,FALSE,INC,.0009715,,0,.0042052,.0054666,0,.0009715,EU-SILC,2004-2023,2021,N
SVN,2012,FALSE,INC,.0008175,,0,.0045602,.0061241,.0002625,.00108,EU-SILC,2004-2023,2021,N
SVN,2012,FALSE,INC,.0008175,,0,.0045602,.0061241,.0002625,.00108,EU-SILC,2004-2023,2017,N
SVN,2013,FALSE,INC,0,,0,.0055644,.0069614,.0002176,.0002176,EU-SILC,2004-2023,2017,N
SVN,2013,FALSE,INC,0,,0,.0055644,.0069614,.0002176,.0002176,EU-SILC,2004-2023,2021,N
SVN,2014,FALSE,INC,0,,0,.0032617,.0048844,0,0,EU-SILC,2004-2023,2021,N
SVN,2014,FALSE,INC,0,,0,.0032617,.0048844,0,0,EU-SILC,2004-2023,2017,N
SVN,2015,FALSE,INC,0,,0,.0034851,.0039539,.0000485,.0000485,EU-SILC,2004-2023,2017,N
SVN,2015,FALSE,INC,0,,0,.0034851,.0039539,.0000485,.0000485,EU-SILC,2004-2023,2021,N
SVN,2016,FALSE,INC,0,,0,.0021021,.0025854,0,0,EU-SILC,2004-2023,2021,N
SVN,2016,FALSE,INC,0,,0,.0021021,.0025854,0,0,EU-SILC,2004-2023,2017,N
SVN,2017,FALSE,INC,0,,0,.0015771,.0018724,0,0,EU-SILC,2004-2023,2017,N
SVN,2017,FALSE,INC,0,,0,.0015771,.0018724,0,0,EU-SILC,2004-2023,2021,N
SVN,2018,FALSE,INC,0,,0,.0008533,.0011689,0,0,EU-SILC,2004-2023,2017,N
SVN,2018,FALSE,INC,0,,0,.0008533,.0011689,0,0,EU-SILC,2004-2023,2021,N
SVN,2019,FALSE,INC,0,,0,.0014461,.0014585,0,0,EU-SILC,2004-2023,2017,N
SVN,2019,FALSE,INC,0,,0,.0014461,.0014585,0,0,EU-SILC,2004-2023,2021,N
SVN,2020,FALSE,INC,0,,0,,0,0,0,EU-SILC,2004-2023,2017,N
SVN,2020,FALSE,INC,0,,0,,0,0,0,EU-SILC,2004-2023,2021,N
SVN,2021,FALSE,INC,0,,0,,0,0,0,EU-SILC,2004-2023,2017,N
