xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdpxyzsi_mpm_educ,xyzdpxyzsi_mpm_edue,xyzdpxyzsi_mpm_elec,xyzdpxyzsi_mpm_imps,xyzdpxyzsi_mpm_impw,xyzdpxyzsi_mpm_poor,xyzdpxyzsi_mpm_mdhc,survname,comparable_spell,xyzdcxyzpppyear,xyzdcxyzcoverage
DOM,2011,FALSE,INC,.1650225,.0261362,.0137243,.0282801,.2480615,.0533724,.0775274,ENFT,2005-2016,2021,N
DOM,2011,FALSE,INC,.1650225,.0261362,.0137243,.0282801,.2480615,.0405529,.0653587,ENFT,2005-2016,2017,N
DOM,2012,FALSE,INC,.1605164,.0238549,.0110225,.0306647,.2383367,.0384886,.0585637,ENFT,2005-2016,2017,N
DOM,2012,FALSE,INC,.1605164,.0238549,.0110225,.0306647,.2383367,.0543051,.0729783,ENFT,2005-2016,2021,N
DOM,2013,FALSE,INC,.1549645,.0161364,.0100437,.0354616,.2407959,.0442571,.0650144,ENFT,2005-2016,2021,N
DOM,2013,FALSE,INC,.1549645,.0161364,.0100437,.0354616,.2407959,.0297182,.0512479,ENFT,2005-2016,2017,N
DOM,2014,FALSE,INC,.1470977,.0210965,.0083291,.0239515,.224164,.041287,.0578825,ENFT,2005-2016,2021,N
DOM,2014,FALSE,INC,.1470977,.0210965,.0083291,.0239515,.224164,.0335593,.0506051,ENFT,2005-2016,2017,N
DOM,2015,FALSE,INC,.134928,.0168657,.0076356,.0240716,.215544,.0253499,.0413301,ENFT,2005-2016,2017,N
DOM,2015,FALSE,INC,.134928,.0168657,.0076356,.0240716,.215544,.0326756,.0482835,ENFT,2005-2016,2021,N
DOM,2016,FALSE,INC,.1327187,.0162341,.0054041,.0204102,.1762174,.0296334,.0445049,ENFT,2005-2016,2021,N
DOM,2016,FALSE,INC,.1327187,.0162341,.0054041,.0204102,.1762174,.0203017,.035489,ENFT,2005-2016,2017,N
DOM,2017,FALSE,INC,.1356811,.05707,.0087611,.0697036,.0478475,.0100155,.0279818,ECNFT-Q03,2017-2024,2017,N
DOM,2017,FALSE,INC,.1356811,.05707,.0087611,.0697036,.0478475,.0152025,.0325669,ECNFT-Q03,2017-2024,2021,N
DOM,2018,FALSE,INC,.1433386,.0379973,.0086168,.0671282,.0550597,.0110123,.0267632,ECNFT-Q03,2017-2024,2021,N
DOM,2018,FALSE,INC,.1433386,.0379973,.0086168,.0671282,.0550597,.0083553,.0242865,ECNFT-Q03,2017-2024,2017,N
DOM,2019,FALSE,INC,.1240989,.0627136,.0069274,.0649556,.0585242,.0100898,.0258159,ECNFT-Q03,2017-2024,2021,N
DOM,2019,FALSE,INC,.1240989,.0627136,.0069274,.0649556,.0585242,.0083269,.0241235,ECNFT-Q03,2017-2024,2017,N
DOM,2020,FALSE,INC,.1309631,.0882303,.0060551,.0566508,.0515937,.0130264,.0318337,ECNFT-Q03,2017-2024,2021,N
DOM,2020,FALSE,INC,.1309631,.0882303,.0060551,.0566508,.0515937,.0095942,.0286232,ECNFT-Q03,2017-2024,2017,N
DOM,2021,FALSE,INC,.1216735,.0542305,.00475,.0552895,.0467827,.0085373,.0181327,ECNFT-Q03,2017-2024,2017,N
DOM,2021,FALSE,INC,.1216735,.0542305,.00475,.0552895,.0467827,.0127146,.0218271,ECNFT-Q03,2017-2024,2021,N
DOM,2022,FALSE,INC,.1315002,.0633692,.0034873,.051543,.0514255,.0095548,.0219372,ECNFT-Q03,2017-2024,2021,N
DOM,2022,FALSE,INC,.1315002,.0633692,.0034873,.051543,.0514255,.0075718,.0204203,ECNFT-Q03,2017-2024,2017,N
DOM,2023,FALSE,INC,.1342598,.0400908,.0039233,.0503368,.0557547,.0093059,.0186846,ECNFT-Q03,2017-2024,2017,N
DOM,2023,FALSE,INC,.1342598,.0400908,.0039233,.0503368,.0557547,.012726,.0219378,ECNFT-Q03,2017-2024,2021,N
DOM,2024,FALSE,INC,.1389291,.037516,.003542,.0451076,.0602893,.0066015,.0150411,ECNFT-Q03,2017-2024,2017,N
DOM,2024,FALSE,INC,.1389291,.037516,.003542,.0451076,.0602893,.0077533,.016193,ECNFT-Q03,2017-2024,2021,N
ECU,2010,FALSE,INC,.06709,.0372442,.0259582,.1541101,.05231,.0777448,.0930498,ENEMDU,2007-2024,2021,N
ECU,2010,FALSE,INC,.06709,.0372442,.0259582,.1541101,.05231,.056782,.0735568,ENEMDU,2007-2024,2017,N
ECU,2011,FALSE,INC,.069399,.0269144,.0293391,.1473175,.0767248,.046692,.0654364,ENEMDU,2007-2024,2017,N
ECU,2011,FALSE,INC,.069399,.0269144,.0293391,.1473175,.0767248,.0644408,.0822369,ENEMDU,2007-2024,2021,N
ECU,2012,FALSE,INC,.0677455,.0259711,.0290307,.1259658,.0666683,.0602947,.0737322,ENEMDU,2007-2024,2021,N
ECU,2012,FALSE,INC,.0677455,.0259711,.0290307,.1259658,.0666683,.0446314,.0592726,ENEMDU,2007-2024,2017,N
ECU,2013,FALSE,INC,.0583865,.0238757,.0198291,.1307379,.0534856,.0324109,.0450611,ENEMDU,2007-2024,2017,N
ECU,2013,FALSE,INC,.0583865,.0238757,.0198291,.1307379,.0534856,.0449024,.0568296,ENEMDU,2007-2024,2021,N
ECU,2014,FALSE,INC,.0466454,.0197054,.0096197,.1023682,.0428401,.0396993,.0475012,ENEMDU,2007-2024,2021,N
ECU,2014,FALSE,INC,.0466454,.0197054,.0096197,.1023682,.0428401,.0263561,.0345123,ENEMDU,2007-2024,2017,N
ECU,2015,FALSE,INC,.04532,.0172834,.0129366,.0966539,.0369914,.0344007,.0423357,ENEMDU,2007-2024,2017,N
ECU,2015,FALSE,INC,.04532,.0172834,.0129366,.0966539,.0369914,.0477079,.054448,ENEMDU,2007-2024,2021,N
ECU,2016,FALSE,INC,.0411958,.0167266,.0124876,.0956506,.0358867,.0497006,.0575623,ENEMDU,2007-2024,2021,N
ECU,2016,FALSE,INC,.0411958,.0167266,.0124876,.0956506,.0358867,.0357503,.0439707,ENEMDU,2007-2024,2017,N
ECU,2017,FALSE,INC,.0439986,.0202395,.0084296,.0935747,.039309,.0321325,.0384027,ENEMDU,2007-2024,2017,N
ECU,2017,FALSE,INC,.0439986,.0202395,.0084296,.0935747,.039309,.0427949,.0482416,ENEMDU,2007-2024,2021,N
ECU,2018,FALSE,INC,.0378686,.0233159,.011665,.0956112,.0436338,.0331149,.0406852,ENEMDU,2007-2024,2017,N
ECU,2018,FALSE,INC,.0378686,.0233159,.011665,.0956112,.0436338,.0469284,.0541344,ENEMDU,2007-2024,2021,N
ECU,2019,FALSE,INC,.0387778,.0286753,.0137167,.0937578,.0466069,.0464792,.0540609,ENEMDU,2007-2024,2021,N
ECU,2019,FALSE,INC,.0387778,.0286753,.0137167,.0937578,.0466069,.0358358,.0445715,ENEMDU,2007-2024,2017,N
ECU,2020,FALSE,INC,.0374242,.0225078,.0281104,.0879369,.0579051,.0651925,.0723013,ENEMDU,2007-2024,2017,N
ECU,2020,FALSE,INC,.0374242,.0225078,.0281104,.0879369,.0579051,.0843864,.0904967,ENEMDU,2007-2024,2021,N
ECU,2021,FALSE,INC,.0296283,.0233982,.0161103,.0879611,.0368803,.0358318,.0429739,ENEMDU,2007-2024,2017,N
ECU,2021,FALSE,INC,.0296283,.0233982,.0161103,.0879611,.0368803,.0527593,.0590564,ENEMDU,2007-2024,2021,N
ECU,2022,FALSE,INC,.0307574,.0174981,.0310319,.0813954,.0526206,.0318079,.0415019,ENEMDU,2007-2024,2017,N
ECU,2022,FALSE,INC,.0307574,.0174981,.0310319,.0813954,.0526206,.0444492,.0517337,ENEMDU,2007-2024,2021,N
ECU,2023,FALSE,INC,.0344575,.0327069,.0202686,.0868736,.0600286,.0468074,.0568202,ENEMDU,2007-2024,2021,N
ECU,2023,FALSE,INC,.0344575,.0327069,.0202686,.0868736,.0600286,.0379843,.0483817,ENEMDU,2007-2024,2017,N
ECU,2024,FALSE,INC,.0375818,.0396544,.0233156,.0901977,.0747976,.0731326,.0820128,ENEMDU,2007-2024,2021,N
ECU,2024,FALSE,INC,.0375818,.0396544,.0233156,.0901977,.0747976,.0577671,.0668266,ENEMDU,2007-2024,2017,N
EGY,2010,FALSE,CONS,.1416822,.0824724,.0042874,,,.0154372,.0387657,HIECS,2010-2021,2021,N
EGY,2010,FALSE,CONS,.1416822,.0824724,.0042874,,,.0103731,.0345262,HIECS,2010-2021,2017,N
EGY,2012,FALSE,CONS,.1414519,.0715666,.0028232,.1142521,.0107838,.012467,.0318831,HIECS,2010-2021,2021,N
EGY,2012,FALSE,CONS,.1414519,.0715666,.0028232,.1142521,.0107838,.0089008,.0291022,HIECS,2010-2021,2017,N
EGY,2015,FALSE,CONS,.1149034,.0632093,.007426,.0403927,.0438732,.0120871,.0288757,HIECS,2010-2021,2021,N
EGY,2015,FALSE,CONS,.1149034,.0632093,.007426,.0403927,.0438732,.0090603,.0262304,HIECS,2010-2021,2017,N
EGY,2017,FALSE,CONS,.1064093,.0419824,.0054939,.0315751,.0076045,.0250485,.0345399,HIECS,2010-2021,2017,N
EGY,2017,FALSE,CONS,.1064093,.0419824,.0054939,.0315751,.0076045,.0311265,.0402405,HIECS,2010-2021,2021,N
EGY,2019,FALSE,CONS,.0988096,.0365228,.0015744,.0238988,.0026103,.0146701,.0228992,HIECS,2019,2017,N
EGY,2019,FALSE,CONS,.0988096,.0365228,.0015744,.0238988,.0026103,.0198511,.0280051,HIECS,2019,2021,N
EGY,2021,FALSE,CONS,.0890717,.032808,.0020026,.0200078,.077585,.0137378,.0201853,HIECS,2010-2021,2021,N
EGY,2021,FALSE,CONS,.0890717,.032808,.0020026,.0200078,.077585,.0090147,.0158328,HIECS,2010-2021,2017,N
ESP,2008,FALSE,INC,.0213463,,0,.0000748,.0000861,.0048892,.0259332,EU-SILC,2003-2023,2017,N
ESP,2008,FALSE,INC,.0213463,,0,.0000748,.0000861,.0055873,.0266313,EU-SILC,2003-2023,2021,N
ESP,2009,FALSE,INC,.0206161,,0,0,.0000193,.008056,.0280654,EU-SILC,2003-2023,2017,N
ESP,2009,FALSE,INC,.0206161,,0,0,.0000193,.00865,.028606,EU-SILC,2003-2023,2021,N
ESP,2010,FALSE,INC,.024164,,0,.0001066,.0001704,.0067573,.0304388,EU-SILC,2003-2023,2017,N
ESP,2010,FALSE,INC,.024164,,0,.0001066,.0001704,.0074951,.0311628,EU-SILC,2003-2023,2021,N
ESP,2011,FALSE,INC,.0193337,,0,.0006969,.0006677,.0112733,.0304198,EU-SILC,2003-2023,2017,N
ESP,2011,FALSE,INC,.0193337,,0,.0006969,.0006677,.0129023,.0320021,EU-SILC,2003-2023,2021,N
ESP,2012,FALSE,INC,.01695,,0,.0008515,.0008559,.0101908,.0269409,EU-SILC,2003-2023,2021,N
ESP,2012,FALSE,INC,.01695,,0,.0008515,.0008559,.0093659,.026116,EU-SILC,2003-2023,2017,N
ESP,2013,FALSE,INC,.0402259,,0,.0012719,.0013318,.0130911,.0525216,EU-SILC,2003-2023,2021,N
ESP,2013,FALSE,INC,.0402259,,0,.0012719,.0013318,.011363,.0507935,EU-SILC,2003-2023,2017,N
ESP,2014,FALSE,INC,.0433085,,0,.0007394,.0008713,.0078716,.0509542,EU-SILC,2003-2023,2017,N
ESP,2014,FALSE,INC,.0433085,,0,.0007394,.0008713,.0094754,.0520798,EU-SILC,2003-2023,2021,N
ESP,2015,FALSE,INC,.0400897,,0,.0030921,.0034432,.0090353,.0480234,EU-SILC,2003-2023,2017,N
ESP,2015,FALSE,INC,.0400897,,0,.0030921,.0034432,.0105439,.049532,EU-SILC,2003-2023,2021,N
ESP,2016,FALSE,INC,.0346171,,0,.0009499,.0011381,.0129918,.0469184,EU-SILC,2003-2023,2021,N
ESP,2016,FALSE,INC,.0346171,,0,.0009499,.0011381,.0112528,.045516,EU-SILC,2003-2023,2017,N
ESP,2017,FALSE,INC,.0336728,,0,.0020515,.001621,.0083334,.0414896,EU-SILC,2003-2023,2021,N
ESP,2017,FALSE,INC,.0336728,,0,.0020515,.001621,.0067809,.0400298,EU-SILC,2003-2023,2017,N
ESP,2018,FALSE,INC,.0300708,,0,.0039957,.0026485,.0097735,.0392348,EU-SILC,2003-2023,2021,N
ESP,2018,FALSE,INC,.0300708,,0,.0039957,.0026485,.0083861,.0378474,EU-SILC,2003-2023,2017,N
ESP,2019,FALSE,INC,.0272514,,0,.0043658,.0024315,.0079381,.0346431,EU-SILC,2003-2023,2017,N
ESP,2019,FALSE,INC,.0272514,,0,.0043658,.0024315,.008942,.0356386,EU-SILC,2003-2023,2021,N
ESP,2020,FALSE,INC,.0319869,,0,,0,.0109684,.0418944,EU-SILC,2003-2023,2021,N
ESP,2020,FALSE,INC,.0319869,,0,,0,.0088637,.0398203,EU-SILC,2003-2023,2017,N
ESP,2021,FALSE,INC,.0280578,,0,,0,.0056425,.0333269,EU-SILC,2003-2023,2017,N
ESP,2021,FALSE,INC,.0280578,,0,,0,.0065779,.0342239,EU-SILC,2003-2023,2021,N
ESP,2022,FALSE,INC,.0269746,,0,,0,.0078523,.0345587,EU-SILC,2003-2023,2021,N
ESP,2022,FALSE,INC,.0269746,,0,,0,.0069972,.0337036,EU-SILC,2003-2023,2017,N
ESP,2023,FALSE,INC,.0247123,,0,,0,.0069259,.0312085,EU-SILC,2003-2023,2017,N
ESP,2023,FALSE,INC,.0247123,,0,,0,.0081341,.0324167,EU-SILC,2003-2023,2021,N
EST,2008,FALSE,INC,.0006786,,0,,0,.0038618,.0045404,EU-SILC,2003-2023,2017,N
EST,2008,FALSE,INC,.0006786,,0,,0,.0055353,.0062139,EU-SILC,2003-2023,2021,N
EST,2009,FALSE,INC,.0008396,,0,,0,.0055504,.0063899,EU-SILC,2003-2023,2017,N
EST,2009,FALSE,INC,.0008396,,0,,0,.0075853,.0084249,EU-SILC,2003-2023,2021,N
EST,2010,FALSE,INC,.0004104,,0,.0963015,.1047113,.0104755,.0108859,EU-SILC,2003-2023,2021,N
EST,2010,FALSE,INC,.0004104,,0,.0963015,.1047113,.0079222,.0083326,EU-SILC,2003-2023,2017,N
EST,2011,FALSE,INC,.0006617,,0,.0864464,.0950301,.0115607,.0122224,EU-SILC,2003-2023,2021,N
EST,2011,FALSE,INC,.0006617,,0,.0864464,.0950301,.0097962,.0104578,EU-SILC,2003-2023,2017,N
EST,2012,FALSE,INC,.0007291,,0,.0797768,.0915704,.0104743,.011134,EU-SILC,2003-2023,2021,N
EST,2012,FALSE,INC,.0007291,,0,.0797768,.0915704,.0073974,.008057,EU-SILC,2003-2023,2017,N
EST,2013,FALSE,INC,.0006893,,0,.0721395,.0817817,.0085965,.0092017,EU-SILC,2003-2023,2017,N
EST,2013,FALSE,INC,.0006893,,0,.0721395,.0817817,.0107594,.0113646,EU-SILC,2003-2023,2021,N
EST,2014,FALSE,INC,.0006819,,0,.0688222,.0731784,.009919,.0106009,EU-SILC,2003-2023,2021,N
EST,2014,FALSE,INC,.0006819,,0,.0688222,.0731784,.0083053,.0089871,EU-SILC,2003-2023,2017,N
EST,2015,FALSE,INC,.0005262,,0,.0687202,.0754315,.0060004,.0065266,EU-SILC,2003-2023,2017,N
EST,2015,FALSE,INC,.0005262,,0,.0687202,.0754315,.006605,.0071312,EU-SILC,2003-2023,2021,N
EST,2016,FALSE,INC,.0001531,,0,.0610774,.0700548,.0047006,.0048537,EU-SILC,2003-2023,2017,N
EST,2016,FALSE,INC,.0001531,,0,.0610774,.0700548,.0058523,.0060054,EU-SILC,2003-2023,2021,N
EST,2017,FALSE,INC,.0003313,,0,.0527221,.0658662,.0026871,.0030184,EU-SILC,2003-2023,2017,N
EST,2017,FALSE,INC,.0003313,,0,.0527221,.0658662,.0051896,.005521,EU-SILC,2003-2023,2021,N
EST,2018,FALSE,INC,.0000935,,0,.047452,.0584238,.0024874,.0025808,EU-SILC,2003-2023,2017,N
EST,2018,FALSE,INC,.0000935,,0,.047452,.0584238,.00417,.0042635,EU-SILC,2003-2023,2021,N
EST,2019,FALSE,INC,.0008036,,0,.0395505,.0517096,.0072019,.0080055,EU-SILC,2003-2023,2021,N
EST,2019,FALSE,INC,.0008036,,0,.0395505,.0517096,.0055694,.006373,EU-SILC,2003-2023,2017,N
EST,2020,FALSE,INC,.0002794,,0,,0,.0034866,.003766,EU-SILC,2003-2023,2017,N
EST,2020,FALSE,INC,.0002794,,0,,0,.0041403,.0044197,EU-SILC,2003-2023,2021,N
EST,2021,FALSE,INC,.0005499,,0,,0,.0034916,.0040415,EU-SILC,2003-2023,2021,N
EST,2021,FALSE,INC,.0005499,,0,,0,.0030924,.0036423,EU-SILC,2003-2023,2017,N
EST,2022,FALSE,INC,.00075,,0,,0,.0049825,.0057325,EU-SILC,2003-2023,2021,N
EST,2022,FALSE,INC,.00075,,0,,0,.0044318,.0051818,EU-SILC,2003-2023,2017,N
EST,2023,FALSE,INC,.0003381,,0,,0,.0029094,.0032475,EU-SILC,2003-2023,2017,N
EST,2023,FALSE,INC,.0003381,,0,,0,.0031695,.0035075,EU-SILC,2003-2023,2021,N
ETH,2010,FALSE,CONS,.7150332,.3798157,.8252793,.9556448,.505504,.374092,.8264367,HICES,1995-2021,2021,N
ETH,2010,FALSE,CONS,.7150332,.3798157,.8252793,.9556448,.505504,.3075094,.8167779,HICES,1995-2021,2017,N
ETH,2015,FALSE,CONS,.6645371,.3117234,.6413907,.958977,.4266359,.2698513,.7252514,HICES,1995-2021,2017,N
ETH,2015,FALSE,CONS,.6645371,.3117234,.6413907,.958977,.4266359,.329954,.7376064,HICES,1995-2021,2021,N
ETH,2021,FALSE,CONS,.2605872,.3806538,.6999182,.9542342,.4125062,.3863612,.6714497,HCES,1995-2021,2021,N
ETH,2021,FALSE,CONS,.2605872,.3806538,.6999182,.9542342,.4125062,.3196009,.6504499,HCES,1995-2021,2017,N
FIN,2008,FALSE,INC,.0072514,,0,,0,.0008081,.0079891,EU-SILC,2003-2023,2021,N
FIN,2008,FALSE,INC,.0072514,,0,,0,.0005387,.0077196,EU-SILC,2003-2023,2017,N
FIN,2009,FALSE,INC,.0076872,,0,,0,.0005247,.0082119,EU-SILC,2003-2023,2021,N
FIN,2009,FALSE,INC,.0076872,,0,,0,.0005247,.0082119,EU-SILC,2003-2023,2017,N
FIN,2010,FALSE,INC,.007213,,0,.0072903,.008335,.0005384,.0077322,EU-SILC,2003-2023,2017,N
FIN,2010,FALSE,INC,.007213,,0,.0072903,.008335,.000691,.0078847,EU-SILC,2003-2023,2021,N
FIN,2011,FALSE,INC,.006214,,0,.00615,.0072691,.0004739,.0066879,EU-SILC,2003-2023,2017,N
FIN,2011,FALSE,INC,.006214,,0,.00615,.0072691,.0005338,.0067478,EU-SILC,2003-2023,2021,N
FIN,2012,FALSE,INC,.0077759,,0,.0056823,.0066761,.0005273,.0083032,EU-SILC,2003-2023,2017,N
FIN,2012,FALSE,INC,.0077759,,0,.0056823,.0066761,.0005273,.0083032,EU-SILC,2003-2023,2021,N
FIN,2013,FALSE,INC,.0075923,,0,.0061473,.0072406,.000857,.0083093,EU-SILC,2003-2023,2021,N
FIN,2013,FALSE,INC,.0075923,,0,.0061473,.0072406,.0008514,.0083037,EU-SILC,2003-2023,2017,N
FIN,2014,FALSE,INC,.0090034,,0,.0052709,.0079004,.0006853,.0096886,EU-SILC,2003-2023,2021,N
FIN,2014,FALSE,INC,.0090034,,0,.0052709,.0079004,.0006617,.009665,EU-SILC,2003-2023,2017,N
FIN,2015,FALSE,INC,.0088449,,0,.0050435,.0074423,.0007021,.0093741,EU-SILC,2003-2023,2017,N
FIN,2015,FALSE,INC,.0088449,,0,.0050435,.0074423,.0007447,.0094167,EU-SILC,2003-2023,2021,N
FIN,2016,FALSE,INC,.0135949,,0,.0044478,.0054422,.0004724,.0140673,EU-SILC,2003-2023,2021,N
FIN,2016,FALSE,INC,.0135949,,0,.0044478,.0054422,.0004724,.0140673,EU-SILC,2003-2023,2017,N
FIN,2017,FALSE,INC,.0148778,,0,.0038622,.0035119,.0006578,.0155355,EU-SILC,2003-2023,2017,N
FIN,2017,FALSE,INC,.0148778,,0,.0038622,.0035119,.0007625,.0156403,EU-SILC,2003-2023,2021,N
FIN,2018,FALSE,INC,.0098449,,0,.0033647,.0034437,.0005677,.0103223,EU-SILC,2003-2023,2017,N
FIN,2018,FALSE,INC,.0098449,,0,.0033647,.0034437,.0007706,.0104761,EU-SILC,2003-2023,2021,N
FIN,2019,FALSE,INC,.0093778,,0,.003284,.0030175,.0004109,.0097887,EU-SILC,2003-2023,2021,N
FIN,2019,FALSE,INC,.0093778,,0,.003284,.0030175,.0003883,.0097661,EU-SILC,2003-2023,2017,N
FIN,2020,FALSE,INC,.0132372,,0,,0,.000301,.0135382,EU-SILC,2003-2023,2021,N
FIN,2020,FALSE,INC,.0132372,,0,,0,.0002762,.0135134,EU-SILC,2003-2023,2017,N
FIN,2021,FALSE,INC,.0150243,,0,,0,.0002134,.0151523,EU-SILC,2003-2023,2021,N
FIN,2021,FALSE,INC,.0150243,,0,,0,.0002134,.0151523,EU-SILC,2003-2023,2017,N
FIN,2022,FALSE,INC,.0178009,,0,,0,.0010487,.0183352,EU-SILC,2003-2023,2017,N
FIN,2022,FALSE,INC,.0178009,,0,,0,.0010598,.0183463,EU-SILC,2003-2023,2021,N
FIN,2023,FALSE,INC,.0159333,,0,,0,.0015373,.0167779,EU-SILC,2003-2023,2017,N
FIN,2023,FALSE,INC,.0159333,,0,,0,.0019506,.0171913,EU-SILC,2003-2023,2021,N
FJI,2013,FALSE,CONS,.0052673,.0143317,.099983,.0323079,.0781435,.0036355,.0057787,HIES,2002-2013,2017,N
FJI,2013,FALSE,CONS,.0052673,.0143317,.099983,.0323079,.0781435,.01552,.017444,HIES,2002-2013,2021,N
FJI,2019,FALSE,CONS,.0061735,.0190718,.0452089,.0506945,.1200663,.0131827,.0160165,HIES,2019,2017,N
FJI,2019,FALSE,CONS,.0061735,.0190718,.0452089,.0506945,.1200663,.0465307,.0492155,HIES,2019,2021,N
FRA,2008,FALSE,INC,.0059334,,0,,0,.0000969,.0060304,EU-SILC,2003-2023,2021,N
FRA,2008,FALSE,INC,.0059334,,0,,0,.0000969,.0060304,EU-SILC,2003-2023,2017,N
FRA,2009,FALSE,INC,.0051801,,0,,0,.0004435,.0056236,EU-SILC,2003-2023,2017,N
FRA,2009,FALSE,INC,.0051801,,0,,0,.0010793,.0062595,EU-SILC,2003-2023,2021,N
FRA,2010,FALSE,INC,.0063315,,0,.006298,.0056127,.0008997,.0072313,EU-SILC,2003-2023,2021,N
FRA,2010,FALSE,INC,.0063315,,0,.006298,.0056127,.0008739,.0072055,EU-SILC,2003-2023,2017,N
FRA,2011,FALSE,INC,.0060019,,0,.0054523,.0048718,.0002578,.0062597,EU-SILC,2003-2023,2017,N
FRA,2011,FALSE,INC,.0060019,,0,.0054523,.0048718,.0003616,.0063635,EU-SILC,2003-2023,2021,N
FRA,2012,FALSE,INC,.0046289,,0,.0054257,.0053459,.0006095,.0052384,EU-SILC,2003-2023,2021,N
FRA,2012,FALSE,INC,.0046289,,0,.0054257,.0053459,.0006095,.0052384,EU-SILC,2003-2023,2017,N
FRA,2013,FALSE,INC,.0103996,,0,.0047298,.0052617,.0008263,.0112258,EU-SILC,2003-2023,2021,N
FRA,2013,FALSE,INC,.0103996,,0,.0047298,.0052617,.0006039,.0110035,EU-SILC,2003-2023,2017,N
FRA,2014,FALSE,INC,.0104339,,0,.0045264,.0053706,.0001868,.0106207,EU-SILC,2003-2023,2017,N
FRA,2014,FALSE,INC,.0104339,,0,.0045264,.0053706,.0002918,.0107257,EU-SILC,2003-2023,2021,N
FRA,2015,FALSE,INC,.0107051,,0,.005762,.0058129,.0013356,.0120407,EU-SILC,2003-2023,2017,N
FRA,2015,FALSE,INC,.0107051,,0,.005762,.0058129,.0014518,.012157,EU-SILC,2003-2023,2021,N
FRA,2016,FALSE,INC,.0169212,,0,.0062366,.0061462,.0006471,.0175496,EU-SILC,2003-2023,2021,N
FRA,2016,FALSE,INC,.0169212,,0,.0062366,.0061462,.0005813,.0174838,EU-SILC,2003-2023,2017,N
FRA,2017,FALSE,INC,.0147086,,0,.005071,.0056506,.0001589,.0148436,EU-SILC,2003-2023,2017,N
FRA,2017,FALSE,INC,.0147086,,0,.005071,.0056506,.0001848,.0148696,EU-SILC,2003-2023,2021,N
FRA,2018,FALSE,INC,.0161229,,0,.0047085,.0052184,.0002117,.0163346,EU-SILC,2003-2023,2017,N
FRA,2018,FALSE,INC,.0161229,,0,.0047085,.0052184,.0002117,.0163346,EU-SILC,2003-2023,2021,N
FRA,2019,FALSE,INC,.0059176,,0,.0065311,.0047885,.0005145,.0064321,EU-SILC,2003-2023,2017,N
FRA,2019,FALSE,INC,.0059176,,0,.0065311,.0047885,.0005145,.0064321,EU-SILC,2003-2023,2021,N
FRA,2020,FALSE,INC,.0092698,,0,,0,.001149,.0104187,EU-SILC,2003-2023,2017,N
FRA,2020,FALSE,INC,.0092698,,0,,0,.001149,.0104187,EU-SILC,2003-2023,2021,N
FRA,2021,FALSE,INC,.0136625,,0,,0,.0005636,.014226,EU-SILC,2003-2023,2017,N
FRA,2021,FALSE,INC,.0136625,,0,,0,.0007057,.0143681,EU-SILC,2003-2023,2021,N
FRA,2022,FALSE,INC,.0104612,,0,.0083056,.0084027,.0005486,.0109919,EU-SILC,2003-2023,2021,N
FRA,2022,FALSE,INC,.0104612,,0,.0083056,.0084027,.000523,.0109663,EU-SILC,2003-2023,2017,N
FRA,2023,FALSE,INC,.0118909,,0,,0,.0006972,.0125706,EU-SILC,2003-2023,2021,N
FRA,2023,FALSE,INC,.0118909,,0,,0,.0006754,.0125488,EU-SILC,2003-2023,2017,N
FSM,2013,FALSE,CONS,.0560417,.1303952,.2363112,.4282068,.0522103,.2614708,.2891618,HIES,2013,2021,N
FSM,2013,FALSE,CONS,.0560417,.1303952,.2363112,.4282068,.0522103,.1602844,.1996891,HIES,2013,2017,N
GAB,2017,FALSE,CONS,.1134688,.0790084,.085717,.6816132,.1150604,.0381084,.093203,EGEP,2017,2021,N
GAB,2017,FALSE,CONS,.1134688,.0790084,.085717,.6816132,.1150604,.0246887,.0836343,EGEP,2017,2017,N
GEO,2010,FALSE,CONS,.0241804,.0314078,0,.0808973,.0492614,.1437787,.1451586,HIS,1998-2024,2017,N
GEO,2010,FALSE,CONS,.0241804,.0314078,0,.0808973,.0492614,.2363467,.2371545,HIS,1998-2024,2021,N
GEO,2011,FALSE,CONS,.0046885,.0230071,.0001021,.0631343,.0515831,.2162451,.2165616,HIS,1998-2024,2021,N
GEO,2011,FALSE,CONS,.0046885,.0230071,.0001021,.0631343,.0515831,.1340154,.1343319,HIS,1998-2024,2017,N
GEO,2012,FALSE,CONS,.0037444,,0,.0639879,.0557235,.1066622,.1100119,HIS,1998-2024,2017,N
GEO,2012,FALSE,CONS,.0037444,,0,.0639879,.0557235,.1878214,.1908632,HIS,1998-2024,2021,N
GEO,2013,FALSE,CONS,.0018471,.0094932,0,.0641537,.0642075,.0807872,.0810329,HIS,1998-2024,2017,N
GEO,2013,FALSE,CONS,.0018471,.0094932,0,.0641537,.0642075,.1488951,.1491408,HIS,1998-2024,2021,N
GEO,2014,FALSE,CONS,.0019504,.009153,0,.0568238,.0642199,.0612704,.0612704,HIS,1998-2024,2017,N
GEO,2014,FALSE,CONS,.0019504,.009153,0,.0568238,.0642199,.1203551,.1203551,HIS,1998-2024,2021,N
GEO,2015,FALSE,CONS,.0008595,.0088644,0,.067151,.06027,.1060347,.1061663,HIS,1998-2024,2021,N
GEO,2015,FALSE,CONS,.0008595,.0088644,0,.067151,.06027,.0487949,.0489266,HIS,1998-2024,2017,N
