xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
BGR,2007-2012,FALSE,INC,b40,1.288912,2017,N,N
BGR,2007-2011,FALSE,INC,premium,.945056,2017,N,N
BGR,2007-2011,FALSE,INC,premium,.9451004,2021,N,N
BGR,2007-2011,FALSE,INC,m50,1.740247,2017,N,N
BGR,2007-2011,FALSE,INC,m50,1.740252,2021,N,N
BGR,2007-2012,FALSE,INC,b40,1.288961,2021,N,N
BGR,2007-2012,FALSE,INC,premium,-.0784693,2017,N,N
BGR,2007-2012,FALSE,INC,m50,1.781829,2017,N,N
BGR,2007-2011,FALSE,INC,b40,1.393948,2021,N,N
BGR,2007-2012,FALSE,INC,tot,1.367381,2017,N,N
BGR,2007-2012,FALSE,INC,premium,-.0784335,2021,N,N
BGR,2007-2012,FALSE,INC,tot,1.367394,2021,N,N
BGR,2007-2012,FALSE,INC,m50,1.781839,2021,N,N
BGR,2009-2014,FALSE,INC,b40,.4370491,2017,N,N
BGR,2009-2014,FALSE,INC,m50,1.037212,2021,N,N
BGR,2009-2014,FALSE,INC,tot,2.113043,2021,N,N
BGR,2009-2014,FALSE,INC,premium,-1.675977,2017,N,N
BGR,2009-2014,FALSE,INC,b40,.437106,2021,N,N
BGR,2009-2014,FALSE,INC,premium,-1.675937,2021,N,N
BGR,2009-2014,FALSE,INC,tot,2.113026,2017,N,N
BGR,2009-2014,FALSE,INC,m50,1.037212,2017,N,N
BGR,2015-2018,FALSE,INC,b40,10.36398,2017,N,N
BGR,2015-2020,FALSE,INC,b40,10.12778,2021,N,N
BGR,2015-2020,FALSE,INC,m50,8.092165,2017,N,N
BGR,2015-2020,FALSE,INC,premium,.2198267,2017,N,N
BGR,2015-2019,FALSE,INC,m50,7.768677,2017,N,N
BGR,2015-2019,FALSE,INC,tot,9.250397,2017,N,N
BGR,2015-2018,FALSE,INC,premium,-.9400072,2017,N,N
BGR,2015-2020,FALSE,INC,b40,10.12784,2017,N,N
BGR,2015-2020,FALSE,INC,premium,.2197685,2021,N,N
BGR,2015-2019,FALSE,INC,b40,8.955234,2017,N,N
BGR,2015-2019,FALSE,INC,premium,-.295207,2021,N,N
BGR,2015-2018,FALSE,INC,premium,-.940115,2021,N,N
BGR,2015-2020,FALSE,INC,tot,9.908018,2017,N,N
BGR,2015-2018,FALSE,INC,tot,11.30398,2021,N,N
BGR,2015-2020,FALSE,INC,tot,9.908008,2021,N,N
BGR,2015-2020,FALSE,INC,m50,8.092175,2021,N,N
BGR,2015-2018,FALSE,INC,m50,8.242602,2021,N,N
BGR,2015-2019,FALSE,INC,premium,-.2951632,2017,N,N
BGR,2015-2018,FALSE,INC,m50,8.242574,2017,N,N
BGR,2015-2019,FALSE,INC,m50,7.768692,2021,N,N
BGR,2015-2019,FALSE,INC,b40,8.955177,2021,N,N
BGR,2015-2018,FALSE,INC,b40,10.36386,2021,N,N
BGR,2015-2019,FALSE,INC,tot,9.250384,2021,N,N
BGR,2015-2018,FALSE,INC,tot,11.30399,2017,N,N
BGR,2016-2021,FALSE,INC,b40,6.631097,2017,N,N
BGR,2016-2021,FALSE,INC,tot,5.773295,2021,N,N
BGR,2016-2021,FALSE,INC,premium,.8577662,2021,N,N
BGR,2016-2021,FALSE,INC,b40,6.631061,2021,N,N
BGR,2016-2021,FALSE,INC,m50,5.747152,2021,N,N
BGR,2016-2021,FALSE,INC,m50,5.747152,2017,N,N
BGR,2016-2021,FALSE,INC,premium,.8577962,2017,N,N
BGR,2016-2021,FALSE,INC,tot,5.773301,2017,N,N
BGR,2017-2022,FALSE,INC,premium,1.349564,2017,N,N
BGR,2017-2022,FALSE,INC,tot,7.06879,2017,N,N
BGR,2017-2022,FALSE,INC,b40,8.418354,2017,N,N
BGR,2017-2022,FALSE,INC,premium,1.349576,2021,N,N
BGR,2017-2022,FALSE,INC,tot,7.068793,2021,N,N
BGR,2017-2022,FALSE,INC,m50,7.544828,2021,N,N
BGR,2017-2022,FALSE,INC,b40,8.418369,2021,N,N
BGR,2017-2022,FALSE,INC,m50,7.54483,2017,N,N
BGR,2018-2023,FALSE,INC,b40,7.189374,2017,N,N
BGR,2018-2023,FALSE,INC,m50,6.960309,2021,N,N
BGR,2018-2023,FALSE,INC,tot,6.194366,2021,N,N
BGR,2018-2023,FALSE,INC,premium,.9950237,2021,N,N
BGR,2018-2023,FALSE,INC,b40,7.189389,2021,N,N
BGR,2018-2023,FALSE,INC,tot,6.194369,2017,N,N
BGR,2018-2023,FALSE,INC,premium,.9950051,2017,N,N
BGR,2018-2023,FALSE,INC,m50,6.960313,2017,N,N
BLR,2006-2011,FALSE,CONS,m50,7.016422,2021,N,N
BLR,2006-2011,FALSE,CONS,premium,.6653161,2017,N,N
BLR,2006-2011,FALSE,CONS,b40,7.531763,2021,N,N
BLR,2006-2011,FALSE,CONS,tot,6.866443,2021,N,N
BLR,2006-2011,FALSE,CONS,tot,6.866446,2017,N,N
BLR,2006-2011,FALSE,CONS,premium,.6653199,2021,N,N
BLR,2006-2011,FALSE,CONS,b40,7.531762,2017,N,N
BLR,2006-2011,FALSE,CONS,m50,7.016417,2017,N,N
BLR,2009-2014,FALSE,CONS,m50,8.319111,2021,N,N
BLR,2009-2014,FALSE,CONS,b40,8.869231,2017,N,N
BLR,2009-2014,FALSE,CONS,premium,.3847551,2017,N,N
BLR,2009-2014,FALSE,CONS,premium,.3847733,2021,N,N
BLR,2009-2014,FALSE,CONS,tot,8.484468,2021,N,N
BLR,2009-2014,FALSE,CONS,m50,8.319114,2017,N,N
BLR,2009-2014,FALSE,CONS,b40,8.869241,2021,N,N
BLR,2009-2014,FALSE,CONS,tot,8.484476,2017,N,N
BLR,2011-2016,FALSE,CONS,b40,3.415511,2017,N,N
BLR,2011-2016,FALSE,CONS,b40,3.415511,2021,N,N
BLR,2011-2016,FALSE,CONS,tot,2.27219,2021,N,N
BLR,2011-2016,FALSE,CONS,premium,1.143321,2021,N,N
BLR,2011-2016,FALSE,CONS,m50,2.394773,2021,N,N
BLR,2011-2016,FALSE,CONS,tot,2.272184,2017,N,N
BLR,2011-2016,FALSE,CONS,m50,2.394776,2017,N,N
BLR,2011-2016,FALSE,CONS,premium,1.143327,2017,N,N
BLR,2012-2017,FALSE,CONS,premium,.5768752,2021,N,N
BLR,2012-2017,FALSE,CONS,premium,.5768613,2017,N,N
BLR,2012-2017,FALSE,CONS,tot,.5154794,2017,N,N
BLR,2012-2017,FALSE,CONS,b40,1.092353,2021,N,N
BLR,2012-2017,FALSE,CONS,m50,.5580843,2017,N,N
BLR,2012-2017,FALSE,CONS,tot,.515478,2021,N,N
BLR,2012-2017,FALSE,CONS,b40,1.092341,2017,N,N
BLR,2012-2017,FALSE,CONS,m50,.5580842,2021,N,N
BLR,2013-2018,FALSE,CONS,b40,.7061158,2021,N,N
BLR,2013-2018,FALSE,CONS,premium,.7212122,2021,N,N
BLR,2013-2018,FALSE,CONS,tot,-.015099,2017,N,N
BLR,2013-2018,FALSE,CONS,m50,-.0169139,2017,N,N
BLR,2013-2018,FALSE,CONS,tot,-.0150964,2021,N,N
BLR,2013-2018,FALSE,CONS,b40,.7061098,2017,N,N
BLR,2013-2018,FALSE,CONS,m50,-.0169095,2021,N,N
BLR,2013-2018,FALSE,CONS,premium,.7212088,2017,N,N
BLR,2014-2019,FALSE,CONS,b40,1.112611,2017,N,N
BLR,2014-2019,FALSE,CONS,tot,.2254398,2017,N,N
BLR,2014-2019,FALSE,CONS,m50,.5878388,2017,N,N
BLR,2014-2019,FALSE,CONS,premium,.8871738,2021,N,N
BLR,2014-2019,FALSE,CONS,tot,.2254429,2021,N,N
BLR,2014-2019,FALSE,CONS,m50,.5878446,2021,N,N
BLR,2014-2019,FALSE,CONS,premium,.887171,2017,N,N
BLR,2014-2019,FALSE,CONS,b40,1.112617,2021,N,N
BLR,2015-2020,FALSE,CONS,premium,.7193763,2017,N,N
BLR,2015-2020,FALSE,CONS,tot,2.597894,2017,N,N
BLR,2015-2020,FALSE,CONS,b40,3.317282,2021,N,N
BLR,2015-2020,FALSE,CONS,premium,.7193944,2021,N,N
BLR,2015-2020,FALSE,CONS,tot,2.597888,2021,N,N
BLR,2015-2020,FALSE,CONS,m50,2.508382,2021,N,N
BLR,2015-2020,FALSE,CONS,m50,2.508377,2017,N,N
BLR,2015-2020,FALSE,CONS,b40,3.317271,2017,N,N
BOL,2006-2011,FALSE,INC,m50,9.219893,2017,N,N
BOL,2006-2011,FALSE,INC,m50,9.219893,2021,N,N
BOL,2006-2011,FALSE,INC,premium,8.556055,2021,N,N
BOL,2006-2011,FALSE,INC,b40,12.49533,2021,N,N
BOL,2006-2011,FALSE,INC,b40,12.49504,2017,N,N
BOL,2006-2011,FALSE,INC,tot,3.939246,2017,N,N
BOL,2006-2011,FALSE,INC,premium,8.555798,2017,N,N
BOL,2006-2011,FALSE,INC,tot,3.93927,2021,N,N
BOL,2007-2012,FALSE,INC,m50,8.841722,2017,N,N
BOL,2007-2012,FALSE,INC,b40,9.865383,2017,N,N
BOL,2007-2012,FALSE,INC,premium,5.361363,2021,N,N
BOL,2007-2012,FALSE,INC,b40,9.865475,2021,N,N
BOL,2007-2012,FALSE,INC,tot,4.504101,2017,N,N
BOL,2007-2012,FALSE,INC,m50,8.841712,2021,N,N
BOL,2007-2012,FALSE,INC,premium,5.361282,2017,N,N
BOL,2007-2012,FALSE,INC,tot,4.504111,2021,N,N
BOL,2009-2014,FALSE,INC,tot,4.50293,2017,N,N
BOL,2009-2014,FALSE,INC,m50,4.489393,2017,N,N
BOL,2009-2014,FALSE,INC,b40,6.022848,2021,N,N
BOL,2009-2014,FALSE,INC,m50,4.489391,2021,N,N
BOL,2009-2014,FALSE,INC,premium,1.519901,2017,N,N
BOL,2009-2014,FALSE,INC,premium,1.519917,2021,N,N
BOL,2009-2014,FALSE,INC,b40,6.022831,2017,N,N
BOL,2009-2014,FALSE,INC,tot,4.502931,2021,N,N
BOL,2011-2016,FALSE,INC,tot,.8278437,2017,N,N
BOL,2011-2016,FALSE,INC,m50,1.419242,2017,N,N
BOL,2011-2016,FALSE,INC,b40,.9420005,2017,N,N
BOL,2011-2016,FALSE,INC,b40,.9419613,2021,N,N
BOL,2011-2016,FALSE,INC,premium,.1141266,2021,N,N
BOL,2011-2016,FALSE,INC,tot,.8278348,2021,N,N
BOL,2011-2016,FALSE,INC,premium,.1141568,2017,N,N
BOL,2011-2016,FALSE,INC,m50,1.419252,2021,N,N
BOL,2012-2017,FALSE,INC,tot,.5672238,2017,N,N
BOL,2012-2017,FALSE,INC,b40,1.921391,2017,N,N
BOL,2012-2017,FALSE,INC,premium,1.354167,2017,N,N
BOL,2012-2017,FALSE,INC,m50,1.126832,2021,N,N
BOL,2012-2017,FALSE,INC,premium,1.354179,2021,N,N
BOL,2012-2017,FALSE,INC,m50,1.126821,2017,N,N
BOL,2012-2017,FALSE,INC,b40,1.921399,2021,N,N
BOL,2012-2017,FALSE,INC,tot,.5672198,2021,N,N
BOL,2013-2018,FALSE,INC,premium,3.135918,2021,N,N
BOL,2013-2018,FALSE,INC,b40,1.414258,2021,N,N
BOL,2013-2018,FALSE,INC,tot,-1.721675,2017,N,N
BOL,2013-2018,FALSE,INC,b40,1.414255,2017,N,N
BOL,2013-2018,FALSE,INC,premium,3.13593,2017,N,N
BOL,2013-2018,FALSE,INC,m50,-.2244897,2021,N,N
BOL,2013-2018,FALSE,INC,tot,-1.72166,2021,N,N
BOL,2013-2018,FALSE,INC,m50,-.2244857,2017,N,N
BOL,2014-2019,FALSE,INC,b40,3.088743,2017,N,N
BOL,2014-2019,FALSE,INC,tot,-.9445473,2017,N,N
BOL,2014-2019,FALSE,INC,m50,.7124262,2021,N,N
BOL,2014-2019,FALSE,INC,premium,4.03329,2017,N,N
BOL,2014-2019,FALSE,INC,tot,-.9445549,2021,N,N
BOL,2014-2019,FALSE,INC,b40,3.088762,2021,N,N
BOL,2014-2019,FALSE,INC,m50,.7124159,2017,N,N
BOL,2014-2019,FALSE,INC,premium,4.033317,2021,N,N
BOL,2015-2020,FALSE,INC,b40,2.139708,2021,N,N
BOL,2015-2020,FALSE,INC,tot,-.2296497,2017,N,N
BOL,2015-2020,FALSE,INC,b40,2.139677,2017,N,N
BOL,2015-2020,FALSE,INC,m50,.0678426,2017,N,N
BOL,2015-2020,FALSE,INC,premium,2.369327,2017,N,N
BOL,2015-2020,FALSE,INC,premium,2.369348,2021,N,N
BOL,2015-2020,FALSE,INC,m50,.0678438,2021,N,N
BOL,2015-2020,FALSE,INC,tot,-.2296401,2021,N,N
BOL,2016-2021,FALSE,INC,premium,3.725027,2017,N,N
BOL,2016-2021,FALSE,INC,tot,.6941559,2021,N,N
BOL,2016-2021,FALSE,INC,tot,.6941428,2017,N,N
BOL,2016-2021,FALSE,INC,b40,4.41917,2017,N,N
BOL,2016-2021,FALSE,INC,m50,1.556715,2017,N,N
BOL,2016-2021,FALSE,INC,m50,1.556708,2021,N,N
BOL,2016-2021,FALSE,INC,b40,4.419225,2021,N,N
BOL,2016-2021,FALSE,INC,premium,3.725069,2021,N,N
BOL,2018-2023,FALSE,INC,m50,1.084991,2017,N,N
BOL,2018-2023,FALSE,INC,b40,2.628933,2017,N,N
BOL,2018-2023,FALSE,INC,tot,1.597029,2021,N,N
BOL,2018-2023,FALSE,INC,m50,1.084988,2021,N,N
BOL,2018-2023,FALSE,INC,tot,1.597034,2017,N,N
BOL,2018-2023,FALSE,INC,b40,2.628942,2021,N,N
BOL,2018-2023,FALSE,INC,premium,1.031913,2021,N,N
BOL,2018-2023,FALSE,INC,premium,1.031899,2017,N,N
BOL,2019-2024,FALSE,INC,tot,-.0150779,2021,N,N
BOL,2019-2024,FALSE,INC,premium,.5695373,2017,N,N
BOL,2019-2024,FALSE,INC,b40,.554457,2017,N,N
BOL,2019-2024,FALSE,INC,tot,-.0150802,2017,N,N
BOL,2019-2024,FALSE,INC,b40,.5544532,2021,N,N
BOL,2019-2024,FALSE,INC,premium,.569531,2021,N,N
BOL,2019-2024,FALSE,INC,m50,.2575166,2017,N,N
BOL,2019-2024,FALSE,INC,m50,.2575082,2021,N,N
BRA,2006-2011,FALSE,INC,m50,5.678412,2017,N,N
BRA,2006-2011,FALSE,INC,tot,3.866826,2017,N,N
BRA,2006-2011,FALSE,INC,premium,2.12665,2021,N,N
BRA,2006-2011,FALSE,INC,m50,5.678403,2021,N,N
BRA,2006-2011,FALSE,INC,tot,3.866822,2021,N,N
BRA,2006-2011,FALSE,INC,b40,5.99345,2017,N,N
BRA,2006-2011,FALSE,INC,premium,2.126624,2017,N,N
BRA,2006-2011,FALSE,INC,b40,5.993472,2021,N,N
BRA,2012-2015,FALSE,INC,b40,2.740903,2017,N,N
BRA,2012-2015,FALSE,INC,premium,1.721652,2017,N,N
BRA,2012-2015,FALSE,INC,tot,1.019248,2021,N,N
BRA,2012-2015,FALSE,INC,b40,2.740937,2021,N,N
BRA,2012-2015,FALSE,INC,premium,1.721689,2021,N,N
BRA,2012-2015,FALSE,INC,tot,1.019251,2017,N,N
BRA,2012-2015,FALSE,INC,m50,1.94712,2021,N,N
BRA,2012-2015,FALSE,INC,m50,1.947113,2017,N,N
BRA,2013-2018,FALSE,INC,tot,.4111093,2017,N,N
BRA,2013-2018,FALSE,INC,premium,-1.181393,2021,N,N
BRA,2013-2018,FALSE,INC,b40,-.7702987,2021,N,N
BRA,2013-2018,FALSE,INC,tot,.4110947,2021,N,N
BRA,2013-2018,FALSE,INC,premium,-1.181378,2017,N,N
BRA,2013-2018,FALSE,INC,m50,.1357202,2017,N,N
BRA,2013-2018,FALSE,INC,b40,-.7702686,2017,N,N
BRA,2013-2018,FALSE,INC,m50,.13572,2021,N,N
BRA,2014-2019,FALSE,INC,premium,-1.51053,2021,N,N
BRA,2014-2019,FALSE,INC,m50,.0228502,2021,N,N
BRA,2014-2019,FALSE,INC,tot,.0816084,2021,N,N
BRA,2014-2019,FALSE,INC,premium,-1.510502,2017,N,N
BRA,2014-2019,FALSE,INC,b40,-1.428922,2021,N,N
BRA,2014-2019,FALSE,INC,m50,.0228511,2017,N,N
BRA,2014-2019,FALSE,INC,b40,-1.428889,2017,N,N
BRA,2014-2019,FALSE,INC,tot,.0816132,2017,N,N
BRA,2016-2021,FALSE,INC,m50,-.9270532,2017,N,N
BRA,2016-2021,FALSE,INC,tot,-1.217826,2017,N,N
BRA,2016-2021,FALSE,INC,premium,.3973365,2017,N,N
BRA,2016-2021,FALSE,INC,tot,-1.217823,2021,N,N
BRA,2016-2021,FALSE,INC,m50,-.9270564,2021,N,N
BRA,2016-2021,FALSE,INC,b40,-.8204851,2021,N,N
BRA,2016-2021,FALSE,INC,premium,.3973382,2021,N,N
BRA,2016-2021,FALSE,INC,b40,-.8204894,2017,N,N
BRA,2017-2022,FALSE,INC,b40,2.342869,2021,N,N
BRA,2017-2022,FALSE,INC,tot,.9659156,2021,N,N
BRA,2017-2022,FALSE,INC,m50,1.30305,2021,N,N
BRA,2017-2022,FALSE,INC,m50,1.303072,2017,N,N
BRA,2017-2022,FALSE,INC,b40,2.342844,2017,N,N
BRA,2017-2022,FALSE,INC,premium,1.376936,2017,N,N
BRA,2017-2022,FALSE,INC,premium,1.376953,2021,N,N
BRA,2017-2022,FALSE,INC,tot,.9659081,2017,N,N
BRA,2018-2023,FALSE,INC,premium,2.144577,2021,N,N
BRA,2018-2023,FALSE,INC,tot,1.239415,2021,N,N
BRA,2018-2023,FALSE,INC,m50,2.082274,2017,N,N
BRA,2018-2023,FALSE,INC,m50,2.082276,2021,N,N
BRA,2018-2023,FALSE,INC,b40,3.383992,2021,N,N
BRA,2018-2023,FALSE,INC,b40,3.383965,2017,N,N
BRA,2018-2023,FALSE,INC,tot,1.239412,2017,N,N
BRA,2018-2023,FALSE,INC,premium,2.144553,2017,N,N
BRA,2019-2024,FALSE,INC,premium,2.85151,2021,N,N
BRA,2019-2024,FALSE,INC,premium,2.851489,2017,N,N
BRA,2019-2024,FALSE,INC,tot,1.996797,2021,N,N
BRA,2019-2024,FALSE,INC,b40,4.848307,2021,N,N
BRA,2019-2024,FALSE,INC,m50,2.896588,2021,N,N
BRA,2019-2024,FALSE,INC,m50,2.896586,2017,N,N
BRA,2019-2024,FALSE,INC,b40,4.848278,2017,N,N
BRA,2019-2024,FALSE,INC,tot,1.996788,2017,N,N
BTN,2007-2012,FALSE,CONS,m50,6.027015,2017,N,N
BTN,2007-2012,FALSE,CONS,b40,6.528522,2021,N,N
BTN,2007-2012,FALSE,CONS,b40,6.528518,2017,N,N
BTN,2007-2012,FALSE,CONS,premium,.0604744,2021,N,N
BTN,2007-2012,FALSE,CONS,premium,.0604744,2017,N,N
BTN,2007-2012,FALSE,CONS,tot,6.468043,2017,N,N
BTN,2007-2012,FALSE,CONS,tot,6.468048,2021,N,N
BTN,2007-2012,FALSE,CONS,m50,6.027018,2021,N,N
BTN,2012-2017,FALSE,CONS,b40,1.626322,2021,N,N
BTN,2012-2017,FALSE,CONS,b40,1.626327,2017,N,N
BTN,2012-2017,FALSE,CONS,tot,1.674414,2021,N,N
BTN,2012-2017,FALSE,CONS,tot,1.674406,2017,N,N
BTN,2012-2017,FALSE,CONS,premium,-.0480924,2021,N,N
BTN,2012-2017,FALSE,CONS,m50,2.266376,2017,N,N
BTN,2012-2017,FALSE,CONS,m50,2.266374,2021,N,N
BTN,2012-2017,FALSE,CONS,premium,-.0480794,2017,N,N
BWA,2002-2009,FALSE,CONS,m50,5.359242,2021,N,N
BWA,2002-2009,FALSE,CONS,b40,5.561456,2021,N,N
BWA,2002-2009,FALSE,CONS,tot,2.279709,2017,N,N
BWA,2002-2009,FALSE,CONS,premium,3.281544,2017,N,N
BWA,2002-2009,FALSE,CONS,m50,5.35924,2017,N,N
BWA,2002-2009,FALSE,CONS,b40,5.561253,2017,N,N
BWA,2002-2009,FALSE,CONS,tot,2.279719,2021,N,N
BWA,2002-2009,FALSE,CONS,premium,3.281737,2021,N,N
BWA,2009-2015,FALSE,CONS,m50,-.6826524,2017,N,N
BWA,2009-2015,FALSE,CONS,premium,.5948243,2021,N,N
BWA,2009-2015,FALSE,CONS,premium,.5948137,2017,N,N
BWA,2009-2015,FALSE,CONS,b40,-.191546,2021,N,N
BWA,2009-2015,FALSE,CONS,tot,-.7863703,2021,N,N
BWA,2009-2015,FALSE,CONS,m50,-.6826527,2021,N,N
BWA,2009-2015,FALSE,CONS,tot,-.7863815,2017,N,N
BWA,2009-2015,FALSE,CONS,b40,-.1915679,2017,N,N
CAN,2012-2017,FALSE,INC,premium,.2571056,2021,N,N
CAN,2012-2017,FALSE,INC,tot,1.174256,2021,N,N
CAN,2012-2017,FALSE,INC,m50,1.064506,2017,N,N
CAN,2012-2017,FALSE,INC,b40,1.431361,2021,N,N
CAN,2012-2017,FALSE,INC,m50,1.064507,2021,N,N
CAN,2012-2017,FALSE,INC,premium,.2570988,2017,N,N
CAN,2012-2017,FALSE,INC,tot,1.174256,2017,N,N
CAN,2012-2017,FALSE,INC,b40,1.431355,2017,N,N
CAN,2013-2018,FALSE,INC,tot,.8639896,2021,N,N
CAN,2013-2018,FALSE,INC,b40,1.845209,2017,N,N
CAN,2013-2018,FALSE,INC,m50,.7890531,2021,N,N
CAN,2013-2018,FALSE,INC,tot,.8639861,2017,N,N
CAN,2013-2018,FALSE,INC,m50,.7890537,2017,N,N
CAN,2013-2018,FALSE,INC,premium,.9812226,2021,N,N
CAN,2013-2018,FALSE,INC,b40,1.845212,2021,N,N
CAN,2013-2018,FALSE,INC,premium,.9812229,2017,N,N
CAN,2014-2019,FALSE,INC,m50,.9104849,2017,N,N
CAN,2014-2019,FALSE,INC,premium,.8339778,2017,N,N
CAN,2014-2019,FALSE,INC,tot,.7753492,2021,N,N
CAN,2014-2019,FALSE,INC,b40,1.609326,2017,N,N
CAN,2014-2019,FALSE,INC,m50,.9104812,2021,N,N
CAN,2014-2019,FALSE,INC,premium,.8339729,2021,N,N
CAN,2014-2019,FALSE,INC,tot,.7753482,2017,N,N
CAN,2014-2019,FALSE,INC,b40,1.609322,2021,N,N
CAN,2015-2020,FALSE,INC,tot,1.747986,2017,N,N
CAN,2015-2020,FALSE,INC,premium,2.434759,2021,N,N
CAN,2015-2020,FALSE,INC,b40,4.18275,2017,N,N
CAN,2015-2020,FALSE,INC,b40,4.182745,2021,N,N
CAN,2015-2020,FALSE,INC,tot,1.747986,2021,N,N
CAN,2015-2020,FALSE,INC,m50,2.270038,2017,N,N
CAN,2015-2020,FALSE,INC,m50,2.270036,2021,N,N
CAN,2015-2020,FALSE,INC,premium,2.434764,2017,N,N
CAN,2016-2021,FALSE,INC,tot,1.907125,2021,N,N
CAN,2016-2021,FALSE,INC,premium,1.148836,2021,N,N
CAN,2016-2021,FALSE,INC,b40,3.055961,2017,N,N
CAN,2016-2021,FALSE,INC,tot,1.907124,2017,N,N
CAN,2016-2021,FALSE,INC,m50,1.975244,2017,N,N
CAN,2016-2021,FALSE,INC,premium,1.148837,2017,N,N
CAN,2016-2021,FALSE,INC,b40,3.055962,2021,N,N
CAN,2016-2021,FALSE,INC,m50,1.975245,2021,N,N
CAN,2017-2022,FALSE,INC,m50,.9114289,2017,N,N
CAN,2017-2022,FALSE,INC,tot,.6556884,2017,N,N
CAN,2017-2022,FALSE,INC,tot,.6556889,2021,N,N
CAN,2017-2022,FALSE,INC,b40,1.87786,2021,N,N
CAN,2017-2022,FALSE,INC,m50,.9114307,2021,N,N
CAN,2017-2022,FALSE,INC,premium,1.222171,2021,N,N
CAN,2017-2022,FALSE,INC,premium,1.222175,2017,N,N
CAN,2017-2022,FALSE,INC,b40,1.877864,2017,N,N
CHE,2007-2012,FALSE,INC,b40,2.305634,2017,N,N
CHE,2007-2012,FALSE,INC,m50,1.344213,2021,N,N
CHE,2007-2012,FALSE,INC,m50,1.344214,2017,N,N
CHE,2007-2012,FALSE,INC,tot,.9054842,2017,N,N
CHE,2007-2012,FALSE,INC,b40,2.305633,2021,N,N
CHE,2007-2012,FALSE,INC,premium,1.400148,2021,N,N
CHE,2007-2012,FALSE,INC,tot,.9054849,2021,N,N
CHE,2007-2012,FALSE,INC,premium,1.40015,2017,N,N
CHE,2008-2013,FALSE,INC,premium,.8299082,2017,N,N
CHE,2008-2013,FALSE,INC,tot,.6697699,2021,N,N
CHE,2008-2013,FALSE,INC,m50,.8594158,2017,N,N
CHE,2008-2013,FALSE,INC,premium,.829909,2021,N,N
CHE,2008-2013,FALSE,INC,tot,.6697702,2017,N,N
CHE,2008-2013,FALSE,INC,b40,1.499679,2021,N,N
CHE,2008-2013,FALSE,INC,m50,.8594158,2021,N,N
CHE,2008-2013,FALSE,INC,b40,1.499678,2017,N,N
CHE,2009-2014,FALSE,INC,b40,1.238106,2017,N,N
CHE,2009-2014,FALSE,INC,m50,1.018332,2021,N,N
CHE,2009-2014,FALSE,INC,tot,.9969288,2021,N,N
CHE,2009-2014,FALSE,INC,tot,.9969251,2017,N,N
CHE,2009-2014,FALSE,INC,m50,1.018329,2017,N,N
CHE,2009-2014,FALSE,INC,premium,.2411811,2021,N,N
CHE,2009-2014,FALSE,INC,b40,1.23811,2021,N,N
CHE,2009-2014,FALSE,INC,premium,.2411812,2017,N,N
CHE,2010-2015,FALSE,INC,premium,.1065877,2017,N,N
CHE,2010-2015,FALSE,INC,m50,.8164465,2017,N,N
CHE,2010-2015,FALSE,INC,b40,.934544,2021,N,N
CHE,2010-2015,FALSE,INC,b40,.9345412,2017,N,N
CHE,2010-2015,FALSE,INC,premium,.1065911,2021,N,N
CHE,2010-2015,FALSE,INC,m50,.8164467,2021,N,N
CHE,2010-2015,FALSE,INC,tot,.8279529,2021,N,N
CHE,2010-2015,FALSE,INC,tot,.8279535,2017,N,N
CHE,2012-2017,FALSE,INC,tot,.3486051,2021,N,N
CHE,2012-2017,FALSE,INC,m50,.3174642,2021,N,N
CHE,2012-2017,FALSE,INC,premium,-.5665398,2017,N,N
CHE,2012-2017,FALSE,INC,b40,-.2179337,2017,N,N
CHE,2012-2017,FALSE,INC,m50,.3174614,2017,N,N
CHE,2012-2017,FALSE,INC,premium,-.5665404,2021,N,N
CHE,2012-2017,FALSE,INC,tot,.3486061,2017,N,N
CHE,2012-2017,FALSE,INC,b40,-.2179352,2021,N,N
CHE,2013-2018,FALSE,INC,m50,.2004456,2017,N,N
CHE,2013-2018,FALSE,INC,b40,-.3390043,2021,N,N
CHE,2013-2018,FALSE,INC,m50,.2004477,2021,N,N
CHE,2013-2018,FALSE,INC,tot,.0819829,2017,N,N
CHE,2013-2018,FALSE,INC,tot,.0819838,2021,N,N
CHE,2013-2018,FALSE,INC,b40,-.339005,2017,N,N
CHE,2013-2018,FALSE,INC,premium,-.4209879,2017,N,N
CHE,2013-2018,FALSE,INC,premium,-.4209882,2021,N,N
CHE,2015-2020,FALSE,INC,b40,.135483,2017,N,N
CHE,2015-2020,FALSE,INC,tot,.7093941,2017,N,N
CHE,2015-2020,FALSE,INC,m50,.3176247,2021,N,N
CHE,2015-2020,FALSE,INC,tot,.7093947,2021,N,N
CHE,2015-2020,FALSE,INC,premium,-.5739111,2017,N,N
CHE,2015-2020,FALSE,INC,premium,-.5739139,2021,N,N
CHE,2015-2020,FALSE,INC,b40,.1354808,2021,N,N
CHE,2015-2020,FALSE,INC,m50,.3176239,2017,N,N
CHE,2016-2021,FALSE,INC,m50,.2760195,2021,N,N
CHE,2016-2021,FALSE,INC,premium,-.3140262,2017,N,N
CHE,2016-2021,FALSE,INC,tot,.5966693,2017,N,N
