xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
KGZ,2019-2024,FALSE,CONS,m50,3.828362,2021,N,N
KGZ,2019-2024,FALSE,CONS,tot,3.078335,2021,N,N
KGZ,2019-2024,FALSE,CONS,m50,3.828363,2017,N,N
KGZ,2019-2024,FALSE,CONS,tot,3.078371,2017,N,N
KGZ,2019-2024,FALSE,CONS,premium,.4091296,2021,N,N
KGZ,2019-2024,FALSE,CONS,premium,.4092467,2017,N,N
KGZ,2019-2024,FALSE,CONS,b40,3.487464,2021,N,N
KGZ,2019-2024,FALSE,CONS,b40,3.487617,2017,N,N
KIR,2019-2023,FALSE,CONS,tot,6.686182,2017,N,N
KIR,2019-2023,FALSE,CONS,b40,8.48908,2017,N,N
KIR,2019-2023,FALSE,CONS,premium,1.802898,2017,N,N
KIR,2019-2023,FALSE,CONS,m50,7.83353,2021,N,N
KIR,2019-2023,FALSE,CONS,premium,1.802901,2021,N,N
KIR,2019-2023,FALSE,CONS,tot,6.686182,2021,N,N
KIR,2019-2023,FALSE,CONS,b40,8.489083,2021,N,N
KIR,2019-2023,FALSE,CONS,m50,7.833528,2017,N,N
KOR,2016-2021,FALSE,INC,tot,3.712444,2017,N,N
KOR,2016-2021,FALSE,INC,premium,1.402143,2021,N,N
KOR,2016-2021,FALSE,INC,premium,1.402135,2017,N,N
KOR,2016-2021,FALSE,INC,b40,5.114579,2017,N,N
KOR,2016-2021,FALSE,INC,tot,3.712439,2021,N,N
KOR,2016-2021,FALSE,INC,b40,5.114582,2021,N,N
KOR,2016-2021,FALSE,INC,m50,3.912619,2017,N,N
KOR,2016-2021,FALSE,INC,m50,3.912624,2021,N,N
LAO,2012-2018,FALSE,CONS,tot,3.073514,2017,N,N
LAO,2012-2018,FALSE,CONS,b40,1.908218,2017,N,N
LAO,2012-2018,FALSE,CONS,m50,2.188787,2017,N,N
LAO,2012-2018,FALSE,CONS,premium,-1.165296,2017,N,N
LAO,2012-2018,FALSE,CONS,b40,1.908217,2021,N,N
LAO,2012-2018,FALSE,CONS,tot,3.073514,2021,N,N
LAO,2012-2018,FALSE,CONS,m50,2.188789,2021,N,N
LAO,2012-2018,FALSE,CONS,premium,-1.165297,2021,N,N
LAO,2018-2024,FALSE,CONS,premium,2.032094,2017,N,N
LAO,2018-2024,FALSE,CONS,b40,3.639185,2017,N,N
LAO,2018-2024,FALSE,CONS,m50,2.910815,2021,N,N
LAO,2018-2024,FALSE,CONS,tot,1.60709,2017,N,N
LAO,2018-2024,FALSE,CONS,tot,1.607088,2021,N,N
LAO,2018-2024,FALSE,CONS,m50,2.910815,2017,N,N
LAO,2018-2024,FALSE,CONS,b40,3.639182,2021,N,N
LAO,2018-2024,FALSE,CONS,premium,2.032094,2021,N,N
LKA,2006-2012,FALSE,CONS,b40,2.823779,2017,N,N
LKA,2006-2012,FALSE,CONS,premium,.5000036,2017,N,N
LKA,2006-2009,FALSE,CONS,premium,3.066908,2021,N,N
LKA,2006-2009,FALSE,CONS,b40,3.308737,2021,N,N
LKA,2006-2009,FALSE,CONS,b40,3.308733,2017,N,N
LKA,2006-2009,FALSE,CONS,m50,2.349272,2017,N,N
LKA,2006-2009,FALSE,CONS,tot,.2418282,2017,N,N
LKA,2006-2009,FALSE,CONS,premium,3.066904,2017,N,N
LKA,2006-2012,FALSE,CONS,tot,2.323776,2017,N,N
LKA,2006-2009,FALSE,CONS,tot,.2418296,2021,N,N
LKA,2006-2012,FALSE,CONS,premium,.5000026,2021,N,N
LKA,2006-2012,FALSE,CONS,b40,2.82378,2021,N,N
LKA,2006-2009,FALSE,CONS,m50,2.349268,2021,N,N
LKA,2006-2012,FALSE,CONS,m50,2.667001,2017,N,N
LKA,2006-2012,FALSE,CONS,tot,2.323777,2021,N,N
LKA,2006-2012,FALSE,CONS,m50,2.667001,2021,N,N
LKA,2009-2012,FALSE,CONS,m50,2.985716,2017,N,N
LKA,2009-2012,FALSE,CONS,m50,2.98572,2021,N,N
LKA,2009-2012,FALSE,CONS,tot,4.448963,2017,N,N
LKA,2009-2012,FALSE,CONS,premium,-2.107861,2017,N,N
LKA,2009-2012,FALSE,CONS,b40,2.341102,2017,N,N
LKA,2009-2012,FALSE,CONS,tot,4.448966,2021,N,N
LKA,2009-2012,FALSE,CONS,premium,-2.107867,2021,N,N
LKA,2009-2012,FALSE,CONS,b40,2.341099,2021,N,N
LKA,2012-2016,FALSE,CONS,premium,-.4680049,2021,N,N
LKA,2012-2016,FALSE,CONS,premium,-.4680107,2017,N,N
LKA,2012-2016,FALSE,CONS,b40,3.650749,2017,N,N
LKA,2012-2016,FALSE,CONS,tot,4.11876,2017,N,N
LKA,2012-2016,FALSE,CONS,tot,4.118755,2021,N,N
LKA,2012-2016,FALSE,CONS,m50,4.07671,2017,N,N
LKA,2012-2016,FALSE,CONS,b40,3.65075,2021,N,N
LKA,2012-2016,FALSE,CONS,m50,4.076712,2021,N,N
LKA,2016-2019,FALSE,CONS,m50,1.619449,2017,N,N
LKA,2016-2019,FALSE,CONS,tot,.6495582,2017,N,N
LKA,2016-2019,FALSE,CONS,premium,1.090567,2017,N,N
LKA,2016-2019,FALSE,CONS,tot,.649579,2021,N,N
LKA,2016-2019,FALSE,CONS,premium,1.090537,2021,N,N
LKA,2016-2019,FALSE,CONS,b40,1.740125,2017,N,N
LKA,2016-2019,FALSE,CONS,b40,1.740116,2021,N,N
LKA,2016-2019,FALSE,CONS,m50,1.619446,2021,N,N
LTU,2006-2011,FALSE,INC,tot,.7027538,2017,N,N
LTU,2006-2011,FALSE,INC,m50,1.586854,2017,N,N
LTU,2006-2011,FALSE,INC,tot,.7027441,2021,N,N
LTU,2006-2011,FALSE,INC,b40,1.179516,2017,N,N
LTU,2006-2011,FALSE,INC,premium,.476762,2017,N,N
LTU,2006-2011,FALSE,INC,b40,1.179514,2021,N,N
LTU,2006-2011,FALSE,INC,m50,1.586855,2021,N,N
LTU,2006-2011,FALSE,INC,premium,.4767703,2021,N,N
LTU,2007-2012,FALSE,INC,tot,-1.23497,2021,N,N
LTU,2007-2012,FALSE,INC,m50,-1.123093,2021,N,N
LTU,2007-2012,FALSE,INC,premium,-.4167053,2017,N,N
LTU,2007-2012,FALSE,INC,b40,-1.651671,2017,N,N
LTU,2007-2012,FALSE,INC,premium,-.4167093,2021,N,N
LTU,2007-2012,FALSE,INC,m50,-1.123092,2017,N,N
LTU,2007-2012,FALSE,INC,tot,-1.234966,2017,N,N
LTU,2007-2012,FALSE,INC,b40,-1.651679,2021,N,N
LTU,2009-2014,FALSE,INC,premium,.2286603,2021,N,N
LTU,2009-2014,FALSE,INC,tot,3.867403,2017,N,N
LTU,2009-2014,FALSE,INC,b40,4.096065,2021,N,N
LTU,2009-2014,FALSE,INC,b40,4.096057,2017,N,N
LTU,2009-2014,FALSE,INC,m50,3.29075,2017,N,N
LTU,2009-2014,FALSE,INC,premium,.2286544,2017,N,N
LTU,2009-2014,FALSE,INC,m50,3.290752,2021,N,N
LTU,2009-2014,FALSE,INC,tot,3.867404,2021,N,N
LTU,2010-2015,FALSE,INC,premium,-1.377947,2017,N,N
LTU,2010-2015,FALSE,INC,m50,6.05373,2021,N,N
LTU,2010-2015,FALSE,INC,premium,-1.377979,2021,N,N
LTU,2010-2015,FALSE,INC,tot,8.145276,2017,N,N
LTU,2010-2015,FALSE,INC,b40,6.767329,2017,N,N
LTU,2010-2015,FALSE,INC,m50,6.053724,2017,N,N
LTU,2010-2015,FALSE,INC,tot,8.145278,2021,N,N
LTU,2010-2015,FALSE,INC,b40,6.767299,2021,N,N
LTU,2012-2017,FALSE,INC,m50,6.602609,2021,N,N
LTU,2012-2017,FALSE,INC,premium,-1.079632,2021,N,N
LTU,2012-2017,FALSE,INC,tot,7.436203,2017,N,N
LTU,2012-2017,FALSE,INC,b40,6.356569,2021,N,N
LTU,2012-2017,FALSE,INC,b40,6.35655,2017,N,N
LTU,2012-2017,FALSE,INC,premium,-1.079652,2017,N,N
LTU,2012-2017,FALSE,INC,tot,7.436201,2021,N,N
LTU,2012-2017,FALSE,INC,m50,6.602615,2017,N,N
LTU,2013-2018,FALSE,INC,premium,-.2672377,2021,N,N
LTU,2013-2018,FALSE,INC,m50,7.79429,2021,N,N
LTU,2013-2018,FALSE,INC,tot,8.031883,2017,N,N
LTU,2013-2018,FALSE,INC,b40,7.764647,2017,N,N
LTU,2013-2018,FALSE,INC,premium,-.2672362,2017,N,N
LTU,2013-2018,FALSE,INC,tot,8.031882,2021,N,N
LTU,2013-2018,FALSE,INC,b40,7.764645,2021,N,N
LTU,2013-2018,FALSE,INC,m50,7.794287,2017,N,N
LTU,2014-2019,FALSE,INC,m50,8.401467,2021,N,N
LTU,2014-2019,FALSE,INC,b40,9.86885,2021,N,N
LTU,2014-2019,FALSE,INC,m50,8.401463,2017,N,N
LTU,2014-2019,FALSE,INC,b40,9.868874,2017,N,N
LTU,2014-2019,FALSE,INC,premium,1.676551,2017,N,N
LTU,2014-2019,FALSE,INC,tot,8.192317,2021,N,N
LTU,2014-2019,FALSE,INC,premium,1.676533,2021,N,N
LTU,2014-2019,FALSE,INC,tot,8.192323,2017,N,N
LTU,2015-2020,FALSE,INC,b40,10.40322,2021,N,N
LTU,2015-2020,FALSE,INC,m50,8.487126,2021,N,N
LTU,2015-2020,FALSE,INC,premium,1.496965,2021,N,N
LTU,2015-2020,FALSE,INC,m50,8.487123,2017,N,N
LTU,2015-2020,FALSE,INC,b40,10.40324,2017,N,N
LTU,2015-2020,FALSE,INC,premium,1.496976,2017,N,N
LTU,2015-2020,FALSE,INC,tot,8.906261,2017,N,N
LTU,2015-2020,FALSE,INC,tot,8.906259,2021,N,N
LTU,2016-2021,FALSE,INC,premium,1.544644,2021,N,N
LTU,2016-2021,FALSE,INC,premium,1.544651,2017,N,N
LTU,2016-2021,FALSE,INC,b40,9.653379,2017,N,N
LTU,2016-2021,FALSE,INC,m50,7.567332,2017,N,N
LTU,2016-2021,FALSE,INC,b40,9.653372,2021,N,N
LTU,2016-2021,FALSE,INC,tot,8.108727,2021,N,N
LTU,2016-2021,FALSE,INC,m50,7.56733,2021,N,N
LTU,2016-2021,FALSE,INC,tot,8.108728,2017,N,N
LTU,2017-2022,FALSE,INC,premium,.8428626,2021,N,N
LTU,2017-2022,FALSE,INC,premium,.8428884,2017,N,N
LTU,2017-2022,FALSE,INC,tot,5.269712,2021,N,N
LTU,2017-2022,FALSE,INC,b40,6.112597,2017,N,N
LTU,2017-2022,FALSE,INC,m50,5.205397,2017,N,N
LTU,2017-2022,FALSE,INC,b40,6.112575,2021,N,N
LTU,2017-2022,FALSE,INC,m50,5.205396,2021,N,N
LTU,2017-2022,FALSE,INC,tot,5.269708,2017,N,N
LTU,2018-2023,FALSE,INC,m50,3.757239,2017,N,N
LTU,2018-2023,FALSE,INC,b40,3.529653,2017,N,N
LTU,2018-2023,FALSE,INC,premium,-.1202378,2021,N,N
LTU,2018-2023,FALSE,INC,tot,3.649909,2021,N,N
LTU,2018-2023,FALSE,INC,m50,3.757241,2021,N,N
LTU,2018-2023,FALSE,INC,b40,3.529671,2021,N,N
LTU,2018-2023,FALSE,INC,premium,-.1202571,2017,N,N
LTU,2018-2023,FALSE,INC,tot,3.64991,2017,N,N
LUX,2007-2012,FALSE,INC,premium,-1.932797,2017,N,N
LUX,2007-2012,FALSE,INC,tot,-.4739592,2017,N,N
LUX,2007-2012,FALSE,INC,m50,-1.372908,2021,N,N
LUX,2007-2012,FALSE,INC,m50,-1.372909,2017,N,N
LUX,2007-2012,FALSE,INC,b40,-2.406756,2017,N,N
LUX,2007-2012,FALSE,INC,b40,-2.406757,2021,N,N
LUX,2007-2012,FALSE,INC,premium,-1.932796,2021,N,N
LUX,2007-2012,FALSE,INC,tot,-.4739609,2021,N,N
LUX,2009-2014,FALSE,INC,m50,-.513949,2017,N,N
LUX,2009-2014,FALSE,INC,b40,-.1647674,2021,N,N
LUX,2009-2014,FALSE,INC,b40,-.1647746,2017,N,N
LUX,2009-2014,FALSE,INC,tot,-.287338,2021,N,N
LUX,2009-2014,FALSE,INC,premium,.1225621,2017,N,N
LUX,2009-2014,FALSE,INC,premium,.1225706,2021,N,N
LUX,2009-2014,FALSE,INC,tot,-.2873367,2017,N,N
LUX,2009-2014,FALSE,INC,m50,-.5139448,2021,N,N
LUX,2010-2015,FALSE,INC,m50,-1.706315,2017,N,N
LUX,2010-2015,FALSE,INC,premium,-1.240673,2021,N,N
LUX,2010-2015,FALSE,INC,tot,-1.266004,2021,N,N
LUX,2010-2015,FALSE,INC,premium,-1.240684,2017,N,N
LUX,2010-2015,FALSE,INC,tot,-1.266008,2017,N,N
LUX,2010-2015,FALSE,INC,b40,-2.506691,2017,N,N
LUX,2010-2015,FALSE,INC,m50,-1.706315,2021,N,N
LUX,2010-2015,FALSE,INC,b40,-2.506678,2021,N,N
LUX,2012-2017,FALSE,INC,m50,.5532787,2021,N,N
LUX,2012-2017,FALSE,INC,premium,-.4313037,2017,N,N
LUX,2012-2017,FALSE,INC,m50,.5532789,2017,N,N
LUX,2012-2017,FALSE,INC,premium,-.4312922,2021,N,N
LUX,2012-2017,FALSE,INC,b40,-.0997002,2017,N,N
LUX,2012-2017,FALSE,INC,tot,.3316034,2017,N,N
LUX,2012-2017,FALSE,INC,b40,-.0996858,2021,N,N
LUX,2012-2017,FALSE,INC,tot,.3316064,2021,N,N
LUX,2013-2018,FALSE,INC,tot,1.452561,2021,N,N
LUX,2013-2018,FALSE,INC,m50,.8065735,2021,N,N
LUX,2013-2018,FALSE,INC,m50,.8065757,2017,N,N
LUX,2013-2018,FALSE,INC,b40,-.2212897,2017,N,N
LUX,2013-2018,FALSE,INC,premium,-1.673851,2017,N,N
LUX,2013-2018,FALSE,INC,b40,-.2212812,2021,N,N
LUX,2013-2018,FALSE,INC,tot,1.452561,2017,N,N
LUX,2013-2018,FALSE,INC,premium,-1.673842,2021,N,N
LUX,2014-2019,FALSE,INC,tot,1.395494,2017,N,N
LUX,2014-2019,FALSE,INC,tot,1.395497,2021,N,N
LUX,2014-2019,FALSE,INC,m50,.6461046,2021,N,N
LUX,2014-2019,FALSE,INC,premium,-1.781736,2017,N,N
LUX,2014-2019,FALSE,INC,m50,.6461073,2017,N,N
LUX,2014-2019,FALSE,INC,b40,-.3862424,2017,N,N
LUX,2014-2019,FALSE,INC,b40,-.3862483,2021,N,N
LUX,2014-2019,FALSE,INC,premium,-1.781745,2021,N,N
LUX,2015-2020,FALSE,INC,tot,4.865213,2021,N,N
LUX,2015-2020,FALSE,INC,premium,-.4729481,2017,N,N
LUX,2015-2020,FALSE,INC,b40,4.392258,2017,N,N
LUX,2015-2020,FALSE,INC,premium,-.4729757,2021,N,N
LUX,2015-2020,FALSE,INC,m50,4.648322,2017,N,N
LUX,2015-2020,FALSE,INC,tot,4.865206,2017,N,N
LUX,2015-2020,FALSE,INC,b40,4.392237,2021,N,N
LUX,2015-2020,FALSE,INC,m50,4.648322,2021,N,N
LUX,2016-2021,FALSE,INC,m50,3.338329,2017,N,N
LUX,2016-2021,FALSE,INC,tot,3.145339,2021,N,N
LUX,2016-2021,FALSE,INC,tot,3.145329,2017,N,N
LUX,2016-2021,FALSE,INC,premium,-.8096185,2017,N,N
LUX,2016-2021,FALSE,INC,m50,3.338328,2021,N,N
LUX,2016-2021,FALSE,INC,b40,2.335711,2021,N,N
LUX,2016-2021,FALSE,INC,premium,-.809628,2021,N,N
LUX,2016-2021,FALSE,INC,b40,2.335711,2017,N,N
LUX,2017-2022,FALSE,INC,premium,.1693466,2017,N,N
LUX,2017-2022,FALSE,INC,b40,3.816165,2017,N,N
LUX,2017-2022,FALSE,INC,b40,3.816152,2021,N,N
LUX,2017-2022,FALSE,INC,premium,.1693382,2021,N,N
LUX,2017-2022,FALSE,INC,m50,4.17946,2017,N,N
LUX,2017-2022,FALSE,INC,tot,3.646819,2017,N,N
LUX,2017-2022,FALSE,INC,m50,4.17946,2021,N,N
LUX,2017-2022,FALSE,INC,tot,3.646813,2021,N,N
LUX,2018-2023,FALSE,INC,tot,3.192684,2021,N,N
LUX,2018-2023,FALSE,INC,tot,3.192677,2017,N,N
LUX,2018-2023,FALSE,INC,m50,3.688221,2017,N,N
LUX,2018-2023,FALSE,INC,m50,3.688224,2021,N,N
LUX,2018-2023,FALSE,INC,premium,.6435354,2021,N,N
LUX,2018-2023,FALSE,INC,b40,3.836231,2017,N,N
LUX,2018-2023,FALSE,INC,b40,3.83622,2021,N,N
LUX,2018-2023,FALSE,INC,premium,.643554,2017,N,N
LVA,2006-2011,FALSE,INC,m50,.7491726,2021,N,N
LVA,2006-2011,FALSE,INC,tot,.1414725,2017,N,N
LVA,2006-2011,FALSE,INC,b40,.1211757,2017,N,N
LVA,2006-2011,FALSE,INC,b40,.121108,2021,N,N
LVA,2006-2011,FALSE,INC,premium,-.0202968,2017,N,N
LVA,2006-2011,FALSE,INC,m50,.7491742,2017,N,N
LVA,2006-2011,FALSE,INC,tot,.1414649,2021,N,N
LVA,2006-2011,FALSE,INC,premium,-.0203569,2021,N,N
LVA,2007-2012,FALSE,INC,tot,-4.485543,2017,N,N
LVA,2007-2012,FALSE,INC,b40,-3.126841,2021,N,N
LVA,2007-2012,FALSE,INC,premium,1.358705,2017,N,N
LVA,2007-2012,FALSE,INC,premium,1.3587,2021,N,N
LVA,2007-2012,FALSE,INC,b40,-3.126838,2017,N,N
LVA,2007-2012,FALSE,INC,tot,-4.485541,2021,N,N
LVA,2007-2012,FALSE,INC,m50,-3.821445,2017,N,N
LVA,2007-2012,FALSE,INC,m50,-3.821437,2021,N,N
LVA,2009-2014,FALSE,INC,b40,4.434793,2017,N,N
LVA,2009-2014,FALSE,INC,m50,3.5111,2017,N,N
LVA,2009-2014,FALSE,INC,b40,4.434718,2021,N,N
LVA,2009-2014,FALSE,INC,tot,3.763587,2021,N,N
LVA,2009-2014,FALSE,INC,tot,3.763602,2017,N,N
LVA,2009-2014,FALSE,INC,m50,3.511098,2021,N,N
LVA,2009-2014,FALSE,INC,premium,.6711302,2021,N,N
LVA,2009-2014,FALSE,INC,premium,.671191,2017,N,N
LVA,2010-2015,FALSE,INC,b40,7.484033,2021,N,N
LVA,2010-2015,FALSE,INC,b40,7.484092,2017,N,N
LVA,2010-2015,FALSE,INC,premium,1.012445,2021,N,N
LVA,2010-2015,FALSE,INC,m50,5.541875,2021,N,N
LVA,2010-2015,FALSE,INC,m50,5.541873,2017,N,N
LVA,2010-2015,FALSE,INC,premium,1.012506,2017,N,N
LVA,2010-2015,FALSE,INC,tot,6.471587,2021,N,N
LVA,2010-2015,FALSE,INC,tot,6.471587,2017,N,N
LVA,2012-2017,FALSE,INC,m50,8.210533,2017,N,N
LVA,2012-2017,FALSE,INC,m50,8.210528,2021,N,N
LVA,2012-2017,FALSE,INC,tot,8.225326,2017,N,N
LVA,2012-2017,FALSE,INC,b40,7.891437,2021,N,N
LVA,2012-2017,FALSE,INC,premium,-.3338871,2021,N,N
LVA,2012-2017,FALSE,INC,tot,8.225324,2021,N,N
LVA,2012-2017,FALSE,INC,b40,7.891455,2017,N,N
LVA,2012-2017,FALSE,INC,premium,-.3338704,2017,N,N
LVA,2013-2018,FALSE,INC,premium,.1770334,2021,N,N
LVA,2013-2018,FALSE,INC,premium,.1770701,2017,N,N
LVA,2013-2018,FALSE,INC,b40,8.046287,2021,N,N
LVA,2013-2018,FALSE,INC,m50,8.157299,2021,N,N
LVA,2013-2018,FALSE,INC,tot,7.869274,2017,N,N
LVA,2013-2018,FALSE,INC,b40,8.046344,2017,N,N
LVA,2013-2018,FALSE,INC,m50,8.157292,2017,N,N
LVA,2013-2018,FALSE,INC,tot,7.869253,2021,N,N
LVA,2014-2019,FALSE,INC,m50,6.992924,2017,N,N
LVA,2014-2019,FALSE,INC,premium,.4543591,2017,N,N
LVA,2014-2019,FALSE,INC,b40,7.170648,2017,N,N
LVA,2014-2019,FALSE,INC,premium,.4543395,2021,N,N
LVA,2014-2019,FALSE,INC,m50,6.992926,2021,N,N
LVA,2014-2019,FALSE,INC,tot,6.716289,2021,N,N
LVA,2014-2019,FALSE,INC,tot,6.716289,2017,N,N
LVA,2014-2019,FALSE,INC,b40,7.170629,2021,N,N
LVA,2015-2020,FALSE,INC,tot,6.785438,2021,N,N
LVA,2015-2020,FALSE,INC,tot,6.785441,2017,N,N
LVA,2015-2020,FALSE,INC,b40,5.985669,2021,N,N
LVA,2015-2020,FALSE,INC,m50,6.414993,2017,N,N
LVA,2015-2020,FALSE,INC,premium,-.7997689,2021,N,N
LVA,2015-2020,FALSE,INC,b40,5.985688,2017,N,N
LVA,2015-2020,FALSE,INC,premium,-.7997537,2017,N,N
LVA,2015-2020,FALSE,INC,m50,6.414983,2021,N,N
LVA,2016-2021,FALSE,INC,tot,6.681778,2017,N,N
LVA,2016-2021,FALSE,INC,b40,6.848361,2017,N,N
LVA,2016-2021,FALSE,INC,m50,6.824575,2017,N,N
LVA,2016-2021,FALSE,INC,premium,.1665864,2021,N,N
LVA,2016-2021,FALSE,INC,m50,6.82457,2021,N,N
LVA,2016-2021,FALSE,INC,premium,.1665821,2017,N,N
LVA,2016-2021,FALSE,INC,tot,6.681784,2021,N,N
LVA,2016-2021,FALSE,INC,b40,6.84837,2021,N,N
LVA,2017-2022,FALSE,INC,tot,3.428661,2021,N,N
LVA,2017-2022,FALSE,INC,b40,4.640784,2021,N,N
LVA,2017-2022,FALSE,INC,m50,3.767751,2021,N,N
LVA,2017-2022,FALSE,INC,m50,3.76775,2017,N,N
LVA,2017-2022,FALSE,INC,premium,1.212136,2017,N,N
LVA,2017-2022,FALSE,INC,b40,4.640799,2017,N,N
LVA,2017-2022,FALSE,INC,tot,3.428663,2017,N,N
LVA,2017-2022,FALSE,INC,premium,1.212123,2021,N,N
LVA,2018-2023,FALSE,INC,premium,.7709665,2021,N,N
LVA,2018-2023,FALSE,INC,tot,2.748033,2021,N,N
LVA,2018-2023,FALSE,INC,b40,3.519,2021,N,N
LVA,2018-2023,FALSE,INC,tot,2.748029,2017,N,N
LVA,2018-2023,FALSE,INC,b40,3.518993,2017,N,N
LVA,2018-2023,FALSE,INC,m50,3.077643,2021,N,N
LVA,2018-2023,FALSE,INC,m50,3.077639,2017,N,N
LVA,2018-2023,FALSE,INC,premium,.7709641,2017,N,N
MDA,2006-2011,FALSE,CONS,tot,2.893054,2017,N,N
MDA,2006-2011,FALSE,CONS,premium,2.780428,2017,N,N
MDA,2006-2011,FALSE,CONS,m50,3.852619,2017,N,N
MDA,2006-2011,FALSE,CONS,m50,3.852624,2021,N,N
MDA,2006-2011,FALSE,CONS,b40,5.673483,2017,N,N
MDA,2006-2011,FALSE,CONS,b40,5.673568,2021,N,N
MDA,2006-2011,FALSE,CONS,tot,2.893077,2021,N,N
MDA,2006-2011,FALSE,CONS,premium,2.780491,2021,N,N
MDA,2008-2013,FALSE,CONS,b40,4.974935,2021,N,N
MDA,2008-2013,FALSE,CONS,premium,3.181121,2017,N,N
MDA,2008-2013,FALSE,CONS,tot,1.793812,2017,N,N
MDA,2008-2013,FALSE,CONS,m50,3.134298,2017,N,N
MDA,2008-2013,FALSE,CONS,m50,3.134283,2021,N,N
MDA,2008-2013,FALSE,CONS,premium,3.181106,2021,N,N
MDA,2008-2013,FALSE,CONS,tot,1.79383,2021,N,N
MDA,2008-2013,FALSE,CONS,b40,4.974933,2017,N,N
MDA,2009-2014,FALSE,CONS,premium,3.511945,2017,N,N
MDA,2009-2014,FALSE,CONS,m50,2.25868,2017,N,N
MDA,2009-2014,FALSE,CONS,premium,3.511941,2021,N,N
MDA,2009-2014,FALSE,CONS,tot,1.311558,2017,N,N
MDA,2009-2014,FALSE,CONS,tot,1.31156,2021,N,N
MDA,2009-2014,FALSE,CONS,m50,2.258686,2021,N,N
MDA,2009-2014,FALSE,CONS,b40,4.823501,2021,N,N
MDA,2009-2014,FALSE,CONS,b40,4.823503,2017,N,N
MDA,2010-2015,FALSE,CONS,tot,1.532954,2017,N,N
MDA,2010-2015,FALSE,CONS,tot,1.532953,2021,N,N
MDA,2010-2015,FALSE,CONS,b40,4.13251,2017,N,N
MDA,2010-2015,FALSE,CONS,m50,2.51866,2017,N,N
MDA,2010-2015,FALSE,CONS,m50,2.518671,2021,N,N
MDA,2010-2015,FALSE,CONS,b40,4.132509,2021,N,N
MDA,2010-2015,FALSE,CONS,premium,2.599556,2021,N,N
MDA,2010-2015,FALSE,CONS,premium,2.599556,2017,N,N
MDA,2011-2016,FALSE,CONS,b40,2.824383,2017,N,N
MDA,2011-2016,FALSE,CONS,premium,2.405202,2021,N,N
MDA,2011-2016,FALSE,CONS,m50,1.019784,2021,N,N
MDA,2011-2016,FALSE,CONS,premium,2.40518,2017,N,N
MDA,2011-2016,FALSE,CONS,tot,.4192027,2017,N,N
MDA,2011-2016,FALSE,CONS,b40,2.824384,2021,N,N
MDA,2011-2016,FALSE,CONS,tot,.4191822,2021,N,N
MDA,2011-2016,FALSE,CONS,m50,1.019799,2017,N,N
MDA,2012-2017,FALSE,CONS,b40,2.606395,2017,N,N
MDA,2012-2017,FALSE,CONS,premium,1.63579,2021,N,N
MDA,2012-2017,FALSE,CONS,premium,1.635774,2017,N,N
MDA,2012-2017,FALSE,CONS,b40,2.606397,2021,N,N
MDA,2012-2017,FALSE,CONS,m50,1.424163,2021,N,N
MDA,2012-2017,FALSE,CONS,tot,.970621,2017,N,N
MDA,2012-2017,FALSE,CONS,m50,1.424166,2017,N,N
MDA,2012-2017,FALSE,CONS,tot,.9706075,2021,N,N
MDA,2013-2018,FALSE,CONS,m50,.6234876,2017,N,N
MDA,2013-2018,FALSE,CONS,b40,1.896883,2021,N,N
MDA,2013-2018,FALSE,CONS,premium,1.574758,2021,N,N
MDA,2013-2018,FALSE,CONS,tot,.3221324,2017,N,N
MDA,2013-2018,FALSE,CONS,premium,1.574752,2017,N,N
MDA,2013-2018,FALSE,CONS,b40,1.896884,2017,N,N
MDA,2013-2018,FALSE,CONS,m50,.6234882,2021,N,N
MDA,2013-2018,FALSE,CONS,tot,.3221248,2021,N,N
MDA,2019-2023,FALSE,CONS,premium,-.2344007,2017,N,N
MDA,2019-2023,FALSE,CONS,tot,-1.531173,2021,N,N
MDA,2019-2023,FALSE,CONS,b40,-1.765583,2021,N,N
MDA,2019-2022,FALSE,CONS,b40,-2.140032,2021,N,N
MDA,2019-2022,FALSE,CONS,tot,-2.464543,2017,N,N
MDA,2019-2022,FALSE,CONS,b40,-2.140031,2017,N,N
MDA,2019-2022,FALSE,CONS,premium,.3245115,2017,N,N
MDA,2019-2023,FALSE,CONS,tot,-1.531183,2017,N,N
MDA,2019-2023,FALSE,CONS,b40,-1.765583,2017,N,N
MDA,2019-2023,FALSE,CONS,m50,-1.723752,2017,N,N
MDA,2019-2022,FALSE,CONS,m50,-2.315434,2021,N,N
MDA,2019-2023,FALSE,CONS,premium,-.2344105,2021,N,N
MDA,2019-2022,FALSE,CONS,premium,.3245068,2021,N,N
MDA,2019-2022,FALSE,CONS,tot,-2.464539,2021,N,N
MDA,2019-2023,FALSE,CONS,m50,-1.723738,2021,N,N
MDA,2019-2022,FALSE,CONS,m50,-2.315466,2017,N,N
MEX,2008-2012,FALSE,INC,m50,.5077492,2021,N,N
MEX,2008-2012,FALSE,INC,tot,.482871,2021,N,N
MEX,2008-2012,FALSE,INC,b40,2.359609,2021,N,N
MEX,2008-2012,FALSE,INC,tot,.482897,2017,N,N
MEX,2008-2012,FALSE,INC,m50,.5077481,2017,N,N
